"Name";"OS";"CreationDate"
"TGN-INFRA-VIRTUAL-RTR-GAL-2";"Other (32-bit)";"17/10/2021 06:44:32"
"TGN-INFRA-VIRTUAL-ROUTER-RTR-GALA";"Other (32-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-MIKROTIK-PARISTURF-GAL";"Other Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-MIKROTIK-TELMATV-GAL";"Other Linux (64-bit)";"04/10/2022 12:20:36"
"TGN-STORAGE-GLUSTERFS-GALA";"CentOS 7 (64-bit)";"01/01/1970 00:00:00"
"TGN-STORAGE-GLUSTERFS-GALA-02";"CentOS 7 (64-bit)";"01/01/1970 00:00:00"
"ZEUS-VIRTUAL-ROUTER-DMZ-1";"Other 3.x or later Linux (64-bit)";"07/01/2022 10:52:08"
"TGN-VIRTUAL-ROUTER-CHR-MAIL";"Other 3.x or later Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-DNS-CACHE-NEW2";"Ubuntu Linux (64-bit)";"04/12/2023 14:20:42"
"TGN-DNS-LB-DNSDIST-GAL-20";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-DNS-DIST-NEW1";"Ubuntu Linux (64-bit)";"04/12/2023 12:10:55"
"TGN-INFRA-DNS-CACHE-NEW1";"Ubuntu Linux (64-bit)";"04/12/2023 11:30:29"
"TGN-DNS-LB-DNDIST-GAL-10-2";"Ubuntu Linux (64-bit)";"26/08/2023 16:01:01"
"tgn-infra-dns-cp-OFF";"Ubuntu Linux (64-bit)";"01/10/2024 11:57:45"
"STX-INFRA-MGMT-NEW";"Microsoft Windows Server 2022 (64-bit)";"25/02/2025 05:14:26"
"TGN-INFRA-BASTION-GAL-1";"Ubuntu Linux (64-bit)";"08/11/2020 05:23:51"
"TGN-INFRA-BASTION-EMM-CLONE";"Microsoft Windows Server 2016 or later (64-bit)";"26/07/2022 06:49:43"
"GAL-DTG-DC01";"Microsoft Windows Server 2022 (64-bit)";"22/07/2025 19:53:00"
"TGN-INFRA-BASTION-EMM-NEW";"Microsoft Windows Server 2019 (64-bit)";"30/08/2021 16:27:00"
"TGN-INFRA-ELK-01";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ELK-02";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-SRV-METISS";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 00:00:00"
"TGN-RTR-MKT-METISS";"Other 3.x or later Linux (64-bit)";"01/01/1970 00:00:00"
"MV-UM-ENGINE-PROD-DR-01";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:41:41"
"MV-UM-CONNECTOR-PROD-DR-05";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:33:40"
"MV-OPS-OPS-SEC-PROD-DR-01";"Microsoft Windows Server 2022 (64-bit)";"07/04/2025 09:45:36"
"MV-UM-ENGINE-PROD-DR-09";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:40:34"
"MV-UM-MARKET-PROD-DR-03";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:37:30"
"MV-UM-MARKET-PROD-DR-04";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:39:39"
"MV-UM-ENGINE-PROD-DR-12";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:37:47"
"MV-UM-ENGINE-PROD-DR-06";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:32:21"
"MV-UM-ENGINE-PROD-DR-10";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:43:24"
"MV-UM-CONNECTOR-PROD-DR-06";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:34:44"
"MV-UM-ENGINE-PROD-DR-04";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:38:52"
"MV-UM-DB-OLTP-PROD-DR-02";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:34:51"
"MV-UM-DB-PGPOOL-PROD-DR-01";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:38:20"
"MV-UM-MARKET-PROD-DR-02";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:36:32"
"MV-UM-ENGINE-PROD-DR-05";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:36:19"
"MV-UM-CONNECTOR-PROD-DR-03";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:36:54"
"MV-UM-CONNECTOR-PROD-DR-02";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:39:36"
"MV-UM-ENGINE-PROD-DR-02";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:43:15"
"MV-UM-ENGINE-PROD-DR-08";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:42:01"
"MV-UM-CONNECTOR-PROD-DR-04";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:36:52"
"MV-UM-CONNECTOR-PROD-DR-07";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:34:20"
"MV-UM-ENGINE-PROD-DR-11";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:41:01"
"MV-UM-UTIL-PROD-DR-02";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:42:22"
"MV-UM-UTIL-PROD-DR-01";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:37:36"
"MV-UM-ENGINE-PROD-DR-03";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:34:49"
"MV-UM-ENGINE-PROD-DR-07";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:34:51"
"MV-UM-CONNECTOR-PROD-DR-08";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:33:02"
"MV-UM-MARKET-PROD-DR-01";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:37:34"
"MV-UM-DB-OLTP-PROD-DR-01";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:33:40"
"MV-UM-CONNECTOR-PROD-DR-01";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:36:03"
"MV-UM-DB-PGPOOL-PROD-DR-02";"Red Hat Enterprise Linux 9 (64-bit)";"04/04/2025 07:39:12"
"VMUSSD-MAM-04";"Red Hat Enterprise Linux 9 (64-bit)";"19/06/2023 14:44:20"
"VMUSSD-MAM-02";"Red Hat Enterprise Linux 9 (64-bit)";"19/06/2023 14:21:26"
"VMUSSD-MAM-06";"Red Hat Enterprise Linux 9 (64-bit)";"19/02/2025 12:58:36"
"VMUSSD-MAM-05";"Red Hat Enterprise Linux 9 (64-bit)";"19/02/2025 12:58:38"
"VMUSSD-DB-01";"Red Hat Enterprise Linux 9 (64-bit)";"19/06/2023 14:36:31"
"VMUSSD-MAM-03";"Red Hat Enterprise Linux 9 (64-bit)";"19/06/2023 14:26:25"
"VMUSSD-UMBS-01";"Red Hat Enterprise Linux 9 (64-bit)";"19/06/2023 14:38:39"
"VMUSSD-MAM-01";"Red Hat Enterprise Linux 9 (64-bit)";"19/06/2023 14:44:19"
"STX-DC-04";"Microsoft Windows Server 2022 (64-bit)";"19/06/2025 10:14:00"
"STX-NS-GAL";"Ubuntu Linux (64-bit)";"08/09/2025 11:05:51"
"STX-VAULT-03";"Ubuntu Linux (64-bit)";"25/08/2025 17:10:17"
"STX-DC-03";"Microsoft Windows Server 2022 (64-bit)";"19/06/2025 10:12:36"
"STX-WEB-TEST";"Ubuntu Linux (64-bit)";"21/09/2023 05:55:59"
"STX-TNR2-VPX-03";"Ubuntu Linux (64-bit)";"31/03/2026 10:15:24"
"STX-VBR-TNR2-01";"Microsoft Windows Server 2022 (64-bit)";"26/09/2025 17:29:38"
"STX-TNR2-VPX-02";"Ubuntu Linux (64-bit)";"19/02/2026 08:17:45"
"STX-TNR2-VPX-01";"Ubuntu Linux (64-bit)";"19/02/2026 08:17:45"
"STX-TNR2-PUREAPPLIANCE-01";"Ubuntu Linux (64-bit)";"07/06/2026 19:51:31"
"pure-vmware-appliance_VAAI";"Ubuntu Linux (64-bit)";"04/04/2023 09:12:37"
"pure-vmware-appliance_PURE1";"Ubuntu Linux (64-bit)";"05/04/2023 16:25:12"
"STX-INFRA-FTG-01";"Other 4.x Linux (64-bit)";"20/05/2025 07:01:47"
"SRV-STX-Log-Forwarder";"Red Hat Enterprise Linux 9 (64-bit)";"08/05/2025 06:05:32"
"STX-SYSLOG-02";"Ubuntu Linux (64-bit)";"05/11/2024 08:03:47"
"POWERDNS-DB-MYSQL";"Red Hat Enterprise Linux 9 (64-bit)";"29/07/2025 08:43:01"
"TGN-DNS-CACHE-GAL-10";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"POWERDNS-AUTORATIVE";"Red Hat Enterprise Linux 9 (64-bit)";"29/07/2025 08:43:00"
"STX-INFRA-DNS-AUTH-01";"CentOS 8 (64-bit)";"15/04/2024 05:20:56"
"POWERDNS-DIST-GAL02";"Red Hat Enterprise Linux 9 (64-bit)";"29/07/2025 08:43:00"
"TGN-DNS-CACHE-GAL-20";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"POWERDNS-DIST-GAL01";"Red Hat Enterprise Linux 9 (64-bit)";"29/07/2025 08:43:00"
"GA-VCENTER-8";"VMware Photon OS (64-bit)";"04/04/2023 03:20:00"
"STX-WALLIX-MSP-NOC-AM-DR-01";"Debian GNU/Linux 10 (64-bit)";"17/10/2025 10:34:17"
"STX-WALLIX-MSP-NOC-BASTION-DR-01";"Debian GNU/Linux 12 (64-bit)";"17/10/2025 10:32:08"
"STX-FTG-DR-01";"Other 4.x Linux (64-bit)";"08/05/2025 13:36:46"
"STX-LAB-EKS-ARGO";"Debian GNU/Linux 13 (64-bit)";"11/03/2026 08:25:27"
"STX-GITLAB-04";"Debian GNU/Linux 12 (64-bit)";"02/10/2024 09:06:03"
"STX-TNR2-IAC-01";"Ubuntu Linux (64-bit)";"09/09/2025 12:34:02"
"STX-TNR2-JUMP-01";"Microsoft Windows Server 2022 (64-bit)";"24/10/2025 10:45:22"
"STX-SECURITY-NESSUS";"Ubuntu Linux (64-bit)";"07/09/2023 10:07:43"
"STX-AXIAN-BEYONDTRUST-02";"Microsoft Windows Server 2022 (64-bit)";"19/03/2024 05:33:59"
"STX-AXIAN-BEYONDTRUST-01";"Microsoft Windows Server 2022 (64-bit)";"15/03/2024 14:05:36"
"STX-INFRA-BACKUP-TECHNOALARM";"Ubuntu Linux (64-bit)";"18/03/2024 12:31:25"
"STX-INFRA-CAM-CREDOID";"Microsoft Windows Server 2022 (64-bit)";"26/08/2024 09:58:44"
"STX-INFRA-MONITORING-02";"Ubuntu Linux (64-bit)";"02/06/2023 07:04:42"
"STX-FW-PCI-DSS-CAM";"FreeBSD Pre-11 versions (64-bit)";"16/07/2024 05:02:36"
"STX-INFRA-BKP-JUNIPER";"CoreOS Linux (64-bit)";"04/12/2024 05:46:54"
"STX-FW-FGT-PCI-DSS-CAM";"Other 4.x Linux (64-bit)";"05/12/2025 13:48:18"
"STX-INFRA-PAPERCUT-PRINTER";"Microsoft Windows Server 2022 (64-bit)";"29/05/2026 08:39:30"
"STX-SRV-TRACEROUTE";"Ubuntu Linux (64-bit)";"16/06/2025 08:22:19"
"STX-NEW-ALFRED-FW-LATEST";"STX-NEW-ALFRED-FW-LATEST";"29/05/2026 10:53:37"
"STX-NEW-INFRA-RADIUS-GAL";"Ubuntu Linux (64-bit)";"17/03/2026 06:08:54"
"TGN-INFRA-FW-PFSENSE";"Other (64-bit)";"17/12/2025 08:17:36"
"STX-NEW-ALFRED-FW";"FreeBSD 11 (64-bit)";"23/03/2025 18:58:34"
"STX-ALFRED-TEST";"Ubuntu Linux (64-bit)";"23/03/2025 20:13:25"
"CUST-VM-SAMIFINUBUNTU";"Ubuntu Linux (64-bit)";"19/01/2025 14:11:23"
"CUST-VM-AQUARELLE";"Microsoft Windows Server 2022 (64-bit)";"05/09/2025 12:26:46"
"CUST-AQUARELLE-FTG-01";"Other 4.x Linux (64-bit)";"24/09/2025 05:45:38"
"CUST-VM-AQUARELLE-WIN-CHG0010084";"Microsoft Windows Server 2022 (64-bit)";"21/11/2025 07:29:20"
"CUST-VM-INJET-ODOO-01";"Ubuntu Linux (64-bit)";"04/08/2025 08:28:45"
"CUST-VM-MABEL-01";"Ubuntu Linux (64-bit)";"05/08/2025 09:02:13"
"CUST-VM-CAPRICORNE3-ACT-20201208-01332";"Other 4.x Linux (64-bit)";"19/12/2020 04:45:06"
"CUST-VM-CAPRICORNE-ACT-20200709-165094";"Other 4.x Linux (64-bit)";"01/01/1970 00:00:00"
"CUST-VM-CAPRICORNE5-ACT-20201208-01332";"Other 4.x Linux (64-bit)";"20/05/2021 13:33:50"
"CUST-VM-CAPRICORNE6-ACT-20210617-01072";"Microsoft Windows Server 2016 or later (64-bit)";"21/06/2021 10:24:34"
"CUST-VM-CAPRICORNE4-ACT-20201208-01332";"Other 4.x Linux (64-bit)";"19/12/2020 04:45:06"
"CUST-VM-CAPRICORNE1-ACT-20200709-165107";"Other 4.x Linux (64-bit)";"01/01/1970 00:00:00"
"CUST-VM-MADASAVA-1";"AlmaLinux (64-bit)";"18/09/2025 06:11:33"
"CUST-VM-MADASAVA-2";"AlmaLinux (64-bit)";"18/09/2025 06:16:08"
"CUST-VM-MADASAVA-02";"AlmaLinux (64-bit)";"12/02/2026 08:11:36"
"STX-FKLORADB1";"Microsoft Windows Server 2022 (64-bit)";"11/07/2023 10:03:55"
"CUST-VM-TALYS-UBUNTU";"Ubuntu Linux (64-bit)";"05/09/2023 17:41:45"
"CUST-VM-Talys-1-Clone-off";"Red Hat Fedora (64-bit)";"01/09/2023 13:15:52"
"CUST-VM-Talys-2";"Red Hat Fedora (64-bit)";"26/05/2023 12:35:43"
"CUST-VM-Talys-1";"Red Hat Fedora (64-bit)";"26/05/2023 11:52:53"
"CUST-VM-DSRV-01";"Ubuntu Linux (64-bit)";"04/03/2026 08:05:20"
"CUST-VM-DSRV-02";"Ubuntu Linux (64-bit)";"04/03/2026 10:35:57"
"CUST-PARITURF-PROMOX-BACKUP-SERVER";"Debian GNU/Linux 11 (64-bit)";"05/06/2023 08:08:52"
"STX-TRS-GAL-WSO2";"Ubuntu Linux (64-bit)";"30/10/2024 12:16:43"
"YAS-NKV-FUL-KLAOD";"Ubuntu Linux (64-bit)";"25/07/2023 07:43:09"
"STX-NKV-MUL-GAL";"Ubuntu Linux (64-bit)";"06/06/2023 10:52:42"
"STX-TRS-CUST";"Ubuntu Linux (64-bit)";"26/11/2024 11:38:28"
"STX-NKV-TRS-REPLICA-01";"Ubuntu Linux (64-bit)";"26/09/2025 08:26:44"
"STX-NKV-TRS-GAL-INFRA";"Ubuntu Linux (64-bit)";"05/06/2023 06:01:18"
"STX-NKV-TRS-ALFRED";"Ubuntu Linux (64-bit)";"01/12/2023 08:11:35"
"TELCO-MONEY-LMS-FTG-02";"Other 4.x Linux (64-bit)";"10/09/2025 06:38:45"
"TGN-INFRA-REPORTING-TEST-recovered";"Ubuntu Linux (64-bit)";"07/10/2024 06:08:58"
"$TMP-NKV-MUL";"Ubuntu Linux (64-bit)";"05/07/2023 11:55:22"
"TELCO-MONEY-LMS-FTG-03";"Other 4.x Linux (64-bit)";"10/09/2025 06:40:58"
"STX-INFRA-WIKI";"Ubuntu Linux (64-bit)";"19/01/2023 11:44:21"
"TGN-PLEX-SRV";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
