"Name";"OS";"CreationDate"
"CUST-VM-ASSEMBLEE-REQ-20190620-00143";"CentOS 6 (64-bit)";"01/01/1970 00:00:00"
"CUST-VM-ECOVET-ACT-20220406-00718";"CentOS 8 (64-bit)";"26/04/2022 11:47:11"
"CUST-VM-ATOS-1-REQ-20191017-00743";"Debian GNU/Linux 10 (64-bit)";"01/01/1970 00:00:00"
"CUST-VM-ONGDEFI-3-REQ-20181106-01579";"Debian GNU/Linux 9 (64-bit)";"01/01/1970 00:00:00"
"CUST-VM-MEN-6-ACT-20220215-02696";"CentOS 7 (64-bit)";"22/02/2022 12:51:44"
"CUST-VM-INSTAT-ACT-20190514-01184";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"CUST-VM-CNFI-ACT-20181224-01334";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"CUST-VM-DEFIS-REQ-20190425-01238";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"CUST-VM-DGSR-ACT-20181128-01350";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"CUST-VM-SODIM-ACT-20201012-01385";"Ubuntu Linux (64-bit)";"15/10/2020 08:28:07"
"CUST-VM-MNP-ACT-20210618-00960";"Microsoft Windows Server 2012 (64-bit)";"24/06/2021 05:19:12"
"CUST-VM-OTIV-REQ-20191115-01363";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"CUST-VM-RNCSCM-IX-20221115-0015";"CentOS 7 (64-bit)";"15/11/2022 19:58:35"
"CUST-VM-EASYTECH-ACT-20190912-09579";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"CSt-VM-HODIHOST-DEBIAN";"Debian GNU/Linux 12 (64-bit)";"07/04/2025 08:59:34"
"CUST-VM-PIC-REQ-20171214-00852";"Debian GNU/Linux 11 (64-bit)";"01/01/1970 00:00:00"
"CUST-VM-UCP-ACT-20200421-00556";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"CUST-VM-CYBERTECH-mUnit-OFF";"Other Linux (64-bit)";"24/10/2022 12:03:13"
"CUST-VM-CAPSULE-ACT-20210806-00395";"Ubuntu Linux (64-bit)";"13/08/2021 13:55:43"
"CUST-VM-SOFTWELL-4-REC-20210412-01572";"Microsoft Windows Server 2016 or later (64-bit)";"03/05/2021 05:04:10"
"AXU-HIVE-APP-01";"Ubuntu Linux (64-bit)";"20/01/2026 11:08:49"
"AXU-FWL-PFSENSE-01";"FreeBSD 15 or later versions (64-bit)";"20/01/2026 07:31:51"
"AXU-HIVE-DBA-01";"Ubuntu Linux (64-bit)";"20/01/2026 10:57:14"
"STX-ZEXTRAS-PIC-NEW";"Ubuntu Linux (64-bit)";"15/04/2025 20:11:01"
"SRV-ALFRED-NGINX-01";"Ubuntu Linux (64-bit)";"05/02/2026 12:34:14"
"SRV-ALFRED-MASTER-03";"Ubuntu Linux (64-bit)";"05/02/2026 12:33:20"
"SRV-ALFRED-MYSQL-01";"Ubuntu Linux (64-bit)";"05/02/2026 12:33:23"
"SRV-ALFRED-MASTER-02";"Ubuntu Linux (64-bit)";"05/02/2026 12:33:17"
"SRV-ALFRED-RABBITMQ-01";"Ubuntu Linux (64-bit)";"05/02/2026 12:33:16"
"SRV-ALFRED-HAPROXY-01";"Ubuntu Linux (64-bit)";"05/02/2026 12:33:52"
"SRV-ALFRED-WORKER-02";"Ubuntu Linux (64-bit)";"05/02/2026 12:33:19"
"SRV-ALFRED-NFS-01";"Ubuntu Linux (64-bit)";"05/02/2026 12:33:15"
"SRV-ALFRED-HAPROXY-PUBLIC";"Ubuntu Linux (64-bit)";"26/03/2026 07:59:40"
"SRV-ALFRED-WORKER-04";"Ubuntu Linux (64-bit)";"05/02/2026 12:33:23"
"SRV-ALFRED-WORKER-01";"Ubuntu Linux (64-bit)";"05/02/2026 12:34:32"
"SRV-ALFRED-MASTER-01";"Ubuntu Linux (64-bit)";"05/02/2026 12:33:16"
"SRV-ALFRED-MONGODB-01";"Ubuntu Linux (64-bit)";"05/02/2026 12:34:32"
"SRV-ALFRED-WORKER-03";"Ubuntu Linux (64-bit)";"05/02/2026 12:33:46"
"TGN-INFRA-CONTROL-CENTER-SERVER";"CentOS 4/5/6/7 (64-bit)";"30/03/2022 06:52:42"
"TGN-INFRA-SHADOWSERVER";"Ubuntu Linux (64-bit)";"22/03/2021 09:19:25"
"ZEXTRAS-PROXY-02";"Ubuntu Linux (64-bit)";"13/10/2022 19:54:53"
"ZEXTRAS-MBOX-01";"Ubuntu Linux (64-bit)";"10/10/2022 05:19:02"
"ZEXTRAS-LOGGER";"Ubuntu Linux (64-bit)";"10/10/2022 05:21:22"
"ZEXTRAS-PROXY-01";"Ubuntu Linux (64-bit)";"07/10/2022 07:27:26"
"ZEXTRAS-MTA-01";"Ubuntu Linux (64-bit)";"07/10/2022 10:47:31"
"ZEXTRAS-LDAP-01";"Ubuntu Linux (64-bit)";"07/10/2022 11:36:27"
"ZEXTRAS-PFSENSE-2";"Other (64-bit)";"19/10/2022 05:22:08"
"ZEXTRAS-BACKUP";"Ubuntu Linux (64-bit)";"18/10/2022 08:03:20"
"ZEXTRAS-LDAP-02";"Ubuntu Linux (64-bit)";"07/10/2022 12:07:38"
"ZEXTRAS-MTA-02";"Ubuntu Linux (64-bit)";"12/10/2022 10:56:13"
"TGN-INFRA-ALFRED-BACKUP";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-GITLAB";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-ANSIBLE";"Ubuntu Linux (64-bit)";"10/03/2022 13:45:11"
"TGN-INFRA-ALFRED-MAP";"Ubuntu Linux (64-bit)";"21/09/2021 11:58:58"
"TGN-INFRA-ALFRED-U2000";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-BGPALERTER";"Ubuntu Linux (64-bit)";"05/11/2020 11:27:24"
"TGN-INFRA-ALFRED-QUEUE";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-TASK";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-FTP-WM";"Ubuntu Linux (64-bit)";"18/11/2021 06:19:38"
"TGN-INFRA-ALFRED-PERCONA-PMM";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-CONTROLLER";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-TICKETS";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-CORE-DEV";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"CLONE-INFRA-ALFRED-MYSQL3";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-SYSLOG";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-CLICKHOUSE";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-BIG-DATA";"Ubuntu Linux (64-bit)";"17/09/2021 13:54:42"
"TGN-INFRA-ALFRED-K8-CLUSTER";"Ubuntu Linux (64-bit)";"21/11/2022 09:32:25"
"TGN-INFRA-ALFRED-PERF-DB";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-BI";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-ALFRED-CLICKHOUSE-2";"Ubuntu Linux (64-bit)";"23/12/2021 19:37:39"
"TGN-INFRA-ALFRED-MONGO2";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-PARSER";"Ubuntu Linux (64-bit)";"27/09/2021 12:39:53"
"TGN-ALFRED-CLICKHOUSE-GAL-03";"Ubuntu Linux (64-bit)";"02/02/2022 07:55:23"
"TGN-INFRA-ALFRED-REQUEST-HANDLER";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-MYSQL-4";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-INFLUXDB";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-LOG";"Ubuntu Linux (64-bit)";"10/11/2020 13:02:10"
"TGN-INFRA-ALFRED-MASTER-3";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-CALC";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-ALERTA";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-SITES";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-TRACK";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-ALFRED-GRAPHANA-GAL";"Ubuntu Linux (64-bit)";"01/02/2022 13:27:46"
"TGN-INFRA-ALFRED-GITLAB2";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-GRAFANA";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-ALFRED-PROMETHEUS";"Ubuntu Linux (64-bit)";"01/02/2022 13:36:15"
"TGN-INFRA-ALFRED-MYSQL-5";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-AUTH";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-DASHBOARD";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-POLLER";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-BIGBLUEBUTTON";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-ALFRED-MONGO4";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"STX-ALFRED-PFSENSE";"FreeBSD 11 (64-bit)";"04/10/2024 11:23:56"
"TGN-ALFRED-ASTELIA-GAL-2";"Ubuntu Linux (64-bit)";"01/10/2021 13:43:03"
"TGN-INFRA-ALFRED-centreon-poller";"CentOS 6 (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-OM";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-CACHE";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-CLICKHOUSE-2";"Ubuntu Linux (64-bit)";"04/12/2020 11:12:24"
"TGN-INFRA-ALFRED-CORE-DEV-NEW";"Ubuntu Linux (64-bit)";"18/03/2024 11:59:39"
"TGN-INFRA-ALFRED-MYSQL-2";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-ALFRED-ASTELIA-GAL-1";"Ubuntu Linux (64-bit)";"01/10/2021 13:43:03"
"TGN-INFRA-ALFRED-WEBSERVICE";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-ORCHESTRATOR-2";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-MYSQL-6";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-MONGO-3";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"HOD-VPS-APP-01";"AlmaLinux (64-bit)";"11/02/2026 11:28:45"
"FW-PFSENSE-HODIHOST-NEW";"FW-PFSENSE-HODIHOST-NEW";"11/02/2026 10:23:45"
"HOD-VPS-APP-02";"Ubuntu Linux (64-bit)";"26/03/2026 10:52:51"
"HOD-VPS-APP-03";"Ubuntu Linux (64-bit)";"23/03/2026 12:45:35"
"HOD-BACKUP-LNM";"Ubuntu Linux (64-bit)";"02/04/2026 13:17:54"
"HOD-VPS-APP-04";"Microsoft Windows Server 2022 (64-bit)";"02/04/2026 12:22:20"
"CUST-VM-HODIHOST";"Other 5.x Linux (64-bit)";"10/03/2025 12:34:13"
"ALFRED-NEA-MG-W03";"Ubuntu Linux (64-bit)";"11/02/2026 08:19:49"
"ALFRED-NEA-MG-W02";"Ubuntu Linux (64-bit)";"11/02/2026 08:19:55"
"ALFRED-NEA-MG-W01";"Ubuntu Linux (64-bit)";"11/02/2026 08:19:56"
"ALFRED-NEA-MG-LB";"Ubuntu Linux (64-bit)";"11/02/2026 08:19:55"
"ALFRED-NEA-MG-W04";"Ubuntu Linux (64-bit)";"11/02/2026 08:20:07"
"ALFRED-NEA-MG-M01";"Ubuntu Linux (64-bit)";"11/02/2026 08:20:38"
"ALFRED-NEA-MG-AMQ01";"Ubuntu Linux (64-bit)";"11/02/2026 08:20:54"
"ALFRED-NEA-MG-NFS";"Ubuntu Linux (64-bit)";"11/02/2026 08:21:07"
"ALFRED-NEA-MG-SQL01";"Ubuntu Linux (64-bit)";"11/02/2026 08:19:59"
"ALFRED-NEA-MG-M02";"Ubuntu Linux (64-bit)";"11/02/2026 08:20:56"
"ALFRED-NEA-MG-MONGO01";"Ubuntu Linux (64-bit)";"11/02/2026 08:19:55"
"ALFRED-NEA-MG-M03";"Ubuntu Linux (64-bit)";"11/02/2026 08:21:31"
"ALFRED-NEA-MG-W05";"Ubuntu Linux (64-bit)";"11/02/2026 08:20:26"
"ALFRED-NEA-MG-PROXY";"Ubuntu Linux (64-bit)";"11/02/2026 08:21:28"
"TGN-INT-FW-01";"FreeBSD Pre-11 versions (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-NKVO-TRANS-AN";"Ubuntu Linux (64-bit)";"26/12/2022 14:18:36"
"TGN-INFRA-POC-PERFWAVE";"CentOS 7 (64-bit)";"21/09/2021 13:56:53"
"TGN-INT-FW-NG";"Other (64-bit)";"13/11/2025 13:57:11"
"STX-MGMT-ACCESS";"Microsoft Windows Server 2022 (64-bit)";"09/10/2023 18:30:15"
"TOA-ALFRED-K8S-APP-03";"Ubuntu Linux (64-bit)";"05/03/2025 02:48:57"
"TOA-ALFRED-K8S-PROD-01";"Ubuntu Linux (64-bit)";"04/03/2025 14:42:11"
"TOA-ALFRED-K8S-PROD-04";"Ubuntu Linux (64-bit)";"05/03/2025 01:23:53"
"TOA-ALFRED-K8S-DB-03";"Ubuntu Linux (64-bit)";"05/03/2025 01:31:31"
"TOA-ALFRED-K8S-PROD-03";"Ubuntu Linux (64-bit)";"05/03/2025 01:23:53"
"SRV-ALFRED-TOA-TEST-W-1";"Ubuntu Linux (64-bit)";"10/10/2024 08:34:14"
"SRV-ALFRED-TOA-TEST-SA-2";"Ubuntu Linux (64-bit)";"10/10/2024 08:34:23"
"TOA-ALFRED-K8S-APP-01";"Ubuntu Linux (64-bit)";"05/03/2025 02:54:31"
"TOA-ALFRED-K8S-PROD-02";"Ubuntu Linux (64-bit)";"04/03/2025 14:46:14"
"TOA-ALFRED-K8S-APP-04";"Ubuntu Linux (64-bit)";"05/03/2025 01:31:27"
"SRV-ALFRED-TOA-TEST-SA-1";"Ubuntu Linux (64-bit)";"10/10/2024 08:34:23"
"SRV-ALFRED-STX-TEST";"Ubuntu Linux (64-bit)";"20/03/2025 19:26:35"
"TOA-ALFRED-K8S-DB-02";"Ubuntu Linux (64-bit)";"05/03/2025 02:49:00"
"TOA-ALFRED-K8S-PROD-07";"Ubuntu Linux (64-bit)";"05/03/2025 01:23:55"
"TOA-ALFRED-K8S-PROD-05";"Ubuntu Linux (64-bit)";"05/03/2025 01:23:53"
"TOA-ALFRED-K8S-APP-02";"Ubuntu Linux (64-bit)";"05/03/2025 02:48:58"
"TOA-ALFRED-K8S-PROD-06";"Ubuntu Linux (64-bit)";"05/03/2025 01:23:57"
"SRV-ALFRED-TOA-TEST-W-2";"Ubuntu Linux (64-bit)";"18/12/2024 12:58:37"
"SRV-ALFRED-TOA-TEST-SA-3";"Ubuntu Linux (64-bit)";"10/10/2024 08:34:23"
"TOA-ALFRED-K8S-DB-01";"Ubuntu Linux (64-bit)";"05/03/2025 01:31:28"
"SRV-ALFRED-TOA-TEST-W-3";"Ubuntu Linux (64-bit)";"10/10/2024 08:34:14"
"TOA-ALFRED-K8S-PROD-08";"Ubuntu Linux (64-bit)";"05/03/2025 01:23:53"
"SRV-ALFRED-TOA-TEST-MASTER-1";"Ubuntu Linux (64-bit)";"10/10/2024 08:34:15"
"STX-SRV-TOA-TEST-";"Ubuntu Linux (64-bit)";"08/04/2025 08:56:29"
"STX-INFRA-AU-01";"Ubuntu Linux (64-bit)";"22/10/2025 11:09:56"
"CUST-VM-AXIAN-WEB";"Ubuntu Linux (64-bit)";"19/12/2023 07:59:01"
"CUST-VM-AXIAN-AUDIT-GAL-AXIAN-GROUP-COM";"Ubuntu Linux (64-bit)";"22/06/2022 11:51:14"
"CUST-VM-ASS-IX-20230912-00001";"Ubuntu Linux (64-bit)";"12/09/2023 08:47:23"
"CUST-VM-AXIANSUPPORTSERVICES";"Ubuntu Linux (64-bit)";"13/01/2023 13:26:21"
"TGN-AXIAN-SERVICES-ESM-WIN-2012-MASTER";"Microsoft Windows Server 2012 (64-bit)";"20/03/2022 20:12:33"
"CLONE-AXIAN-SERVICES-ESM";"Microsoft Windows Server 2008 R2 (64-bit)";"01/01/1970 00:00:00"
"TGN-AXIAN-SERVICES-ESM-WIN-2012-MASTER-03";"Microsoft Windows Server 2012 (64-bit)";"17/10/2022 23:08:54"
"TGN-AXIAN-SERVICES-ESM-WIN-2012-MASTER-02";"Microsoft Windows Server 2012 (64-bit)";"14/10/2022 21:02:05"
"TGN-AXIAN-SERVICES-GMAO-DB";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-VIRTUAL-RTR-AXIAN-SERVICES";"Other Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-AXIAN-SERVICES-GMAO-20211012-PROD";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-AXIAN-DATA";"Red Hat Enterprise Linux 8 (64-bit)";"20/10/2021 12:48:14"
"TGN-AXIAN-SERVICES-NGINX-LB-01";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"YMG-VPS-CSW-01";"Rocky Linux (64-bit)";"11/02/2026 10:45:41"
"TELCOMONEY-AML-FRONTEND-01";"Red Hat Enterprise Linux 9 (64-bit)";"15/04/2025 10:38:00"
"TELCOMONEY-AML-DB-01";"Red Hat Enterprise Linux 9 (64-bit)";"15/04/2025 10:38:08"
"TELCO-MONEY-AML-FTG-01";"Other 4.x Linux (64-bit)";"26/03/2025 16:39:39"
"TELCOMONEY-AML-SEARCH-01";"Red Hat Enterprise Linux 9 (64-bit)";"15/04/2025 10:38:10"
"TELCO-MONEY-OCR-FTG-01";"Other 4.x Linux (64-bit)";"06/03/2025 17:25:41"
"TELCO-MONEY-OCR-01";"Red Hat Enterprise Linux 9 (64-bit)";"06/03/2025 17:18:10"
"TELCO-MONEY-LMS-Postgres";"Red Hat Enterprise Linux 9 (64-bit)";"31/07/2025 13:49:03"
"TELCO-MONEY-LMS-WORKER-01";"Red Hat Enterprise Linux 9 (64-bit)";"05/03/2025 07:34:11"
"TELCO-MONEY-LMS-APP-03";"Red Hat Enterprise Linux 9 (64-bit)";"02/10/2025 07:20:57"
"TELCO-MONEY-LMS-JENKINS";"Red Hat Enterprise Linux 9 (64-bit)";"10/09/2025 07:47:00"
"TELCO-MONEY-LMS-HARBOR";"Red Hat Enterprise Linux 9 (64-bit)";"10/09/2025 07:45:19"
"TELCO-MONEY-LMS-INGRESS-01";"Red Hat Enterprise Linux 9 (64-bit)";"05/03/2025 07:34:12"
"TELCO-MONEY-LMS-APP-02";"Red Hat Enterprise Linux 9 (64-bit)";"02/10/2025 07:20:54"
"TELCO-MONEY-LMS-APP-01";"Red Hat Enterprise Linux 9 (64-bit)";"02/10/2025 07:20:59"
"TELCO-MONEY-LMS-WORKER-02";"Red Hat Enterprise Linux 9 (64-bit)";"05/03/2025 07:34:12"
"TELCO-MONEY-LMS-FTG-01";"Other 4.x Linux (64-bit)";"05/03/2025 09:21:37"
"TELCO-MONEY-LMS-MASTER-01";"Red Hat Enterprise Linux 9 (64-bit)";"05/03/2025 07:34:12"
"TELCO-MONEY-LMS-HAPROXY-01";"Red Hat Enterprise Linux 9 (64-bit)";"05/03/2025 07:34:11"
"TELCO-MONEY-LMS-MASTER-03";"Red Hat Enterprise Linux 9 (64-bit)";"05/03/2025 07:34:11"
"TELCO-MONEY-LMS-MASTER-02";"Red Hat Enterprise Linux 9 (64-bit)";"05/03/2025 07:34:12"
"viptela-Vsmart01-genericx86-64-01";"Other 5.x Linux (64-bit)";"31/10/2025 07:21:57"
"viptela-vmanage-genericx86-64";"Other 5.x Linux (64-bit)";"31/10/2025 07:29:04"
"VM-DTG-ZABBIX";"Ubuntu Linux (64-bit)";"26/02/2026 08:50:11"
"viptela-Vsmart02-genericx86-64-02";"Other 5.x Linux (64-bit)";"31/10/2025 07:27:36"
"FGT-SDWAN-02";"Other 4.x Linux (64-bit)";"22/12/2025 08:34:23"
"VM-DTG-IPBX";"Ubuntu Linux (64-bit)";"26/02/2026 08:27:38"
"viptela-bond-genericx86-64";"Other 5.x Linux (64-bit)";"31/10/2025 07:25:07"
"FGT-SDWAN-01";"Other 4.x Linux (64-bit)";"22/12/2025 11:35:06"
"Cisco-vISE-600-3.5.0.527";"Red Hat Enterprise Linux 8 (64-bit)";"26/12/2025 10:36:14"
"YAS-VM-CATALYST";"Debian GNU/Linux 10 (64-bit)";"16/03/2026 13:52:27"
"VM-DTG-AD-SD-WAN";"Microsoft Windows Server 2022 (64-bit)";"03/03/2026 05:56:51"
"catc2379_catalyst_center";"Ubuntu Linux (64-bit)";"31/10/2025 08:19:36"
"STX-DTG-C9800-CL";"Other 4.x Linux (64-bit)";"12/12/2025 11:35:25"
"STX-DTG-ZABBIX";"Ubuntu Linux (64-bit)";"15/12/2025 10:54:24"
"DTG-INFRA-MAE-CLIENT";"Microsoft Windows Server 2022 (64-bit)";"26/03/2026 10:44:07"
"DTG-ACCESS-PROXY";"Rocky Linux (64-bit)";"22/04/2026 11:59:31"
"YAS-INFRA-DB-REPLICA";"Red Hat Enterprise Linux 9 (64-bit)";"25/07/2025 07:35:44"
"TGN-DSI-DNS2-TINP166LV";"Other 4.x or later Linux (64-bit)";"21/01/2022 08:30:45"
"TGN-INFRA-MENTUM-ELLIPSE";"Microsoft Windows Server 2016 or later (64-bit)";"24/08/2021 08:23:20"
"TGN-INFRA-MAIL-SMTP-RELAY-2";"Ubuntu Linux (64-bit)";"17/02/2021 08:28:24"
"TGN-INFRA-MAIL-SMTP-RELAY-1";"Ubuntu Linux (64-bit)";"17/02/2021 08:28:24"
"TGN-INFRA-ASTELLIA-NBI";"Red Hat Enterprise Linux 7 (64-bit)";"23/03/2021 13:42:06"
"TGN-INFRA-ASTELLIA-NBI-SECONDARY";"Red Hat Enterprise Linux 7 (64-bit)";"05/07/2021 17:51:59"
"TGN-INFRA-REPORTING-BACKUP";"Ubuntu Linux (64-bit)";"03/06/2026 14:28:49"
"TGN-INFRA-REPORTING-NEW-PROD-BACKUP";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ACCESS-REPORTING-DB-02";"Ubuntu Linux (64-bit)";"04/03/2022 13:03:35"
"TGN-INFRA-ACCESS-REPORTING-DB-01";"Ubuntu Linux (64-bit)";"04/03/2022 13:01:58"
"TGN-INFRA-REPORTING-TEST";"Ubuntu Linux (64-bit)";"07/10/2024 06:43:15"
"TGN-INFRA-REPORTING-NEW-PROD";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-HOTSPOT-BOA";"Microsoft Windows Server 2016 or later (64-bit)";"01/12/2020 13:41:57"
"TGN-INFRA-MAIL-ASTELLIA";"Ubuntu Linux (64-bit)";"04/03/2021 08:02:00"
"INFRA-NOKIA-AMS-2021";"Red Hat Enterprise Linux 7 (64-bit)";"30/11/2021 11:03:16"
"STX-DTG-AMS-NEW-01";"Red Hat Enterprise Linux 9 (64-bit)";"05/02/2026 10:37:50"
"INFRA-NOKIA-SAM";"Red Hat Enterprise Linux 7 (64-bit)";"01/01/1970 00:00:00"
"INFRA-NOKIA-ISAM-AMS-FULL-SWAP";"Red Hat Enterprise Linux 7 (64-bit)";"01/01/1970 00:00:00"
"INFRA-NOKIA-NFM-P";"Red Hat Enterprise Linux 8 (64-bit)";"02/07/2024 09:39:24"
"TGN-NETDATA-CENTRAL";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-MMONIT";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-BACKUP-U2000";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-MONITORING-CCS";"Ubuntu Linux (64-bit)";"12/01/2024 07:38:47"
"TGN-GAL-LIBRENMS";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-NETFLOW-ANALYSER";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-NTP";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-DEVICE42";"CentOS 4/5/6/7 (64-bit)";"06/11/2025 07:00:02"
"gal-dtg-siem01";"Red Hat Enterprise Linux 9 (64-bit)";"29/07/2025 08:25:24"
"gal-dtg-siem02";"Microsoft Windows Server 2022 (64-bit)";"29/07/2025 07:23:39"
"TGN-INFRA-BACKUP-VIPWORKS";"Red Hat Enterprise Linux 8 (64-bit)";"01/04/2022 12:28:40"
"TGN-INFRA-BSS-LOG";"Red Hat Enterprise Linux 8 (64-bit)";"11/03/2021 15:05:15"
"TGN-CUST-HOSTING-LB-02";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-CUST-HOSTING-LB-01";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-PROXMOX-HOSTING-02";"Debian GNU/Linux 9 (64-bit)";"01/01/1970 00:00:00"
"TGN-SPEEDTEST";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-PROXMOX-HOSTING-03";"Debian GNU/Linux 9 (64-bit)";"01/01/1970 00:00:00"
"TGN-CUST-HOSTING-DB";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-PROXMOX-HOSTING-01";"Debian GNU/Linux 9 (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-MONITORING-ENC";"Red Hat Enterprise Linux 7 (64-bit)";"23/04/2021 14:32:11"
"TGN-FW-NG-CUST-HOSTING-WEB-02";"Other (64-bit)";"27/11/2025 11:35:41"
"TGN-FW-CUST-HOSTING-WEB-01";"FreeBSD Pre-11 versions (64-bit)";"01/01/1970 00:00:00"
"TGN-FW-CUST-HOSTING-WEB-02";"FreeBSD Pre-11 versions (64-bit)";"01/01/1970 00:00:00"
"TGN-FW-NG-CUST-HOSTING-WEB-01";"Other (64-bit)";"27/11/2025 11:08:40"
"TGN-INFRA-VIRTUAL-ROUTER-ZOOM";"Other Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-VIRTUAL-ROUTER-CHR-INFRA-TACACS";"Other 3.x or later Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-VIRTUAL-ROUTER-BTEST";"Other Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-VIRTUAL-ROUTER-TELIA-NAT";"Other (32-bit)";"01/03/2021 06:48:26"
"TGN-INFRA-VIRTUAL-ROUTER-CYBERTEQ";"Other Linux (64-bit)";"21/07/2022 06:22:08"
"TGN-VIRTUAL-ROUTER-RTR-BLACKHOLE";"Other Linux (64-bit)";"01/01/1970 00:00:00"
