"Name";"OS";"CreationDate"
"STX-NEW-INFRA-RADIUS";"Ubuntu Linux (64-bit)";"03/03/2026 07:53:05"
"STX-INFRA-VEEAM";"Microsoft Windows Server 2022 (64-bit)";"26/09/2025 15:50:58"
"STX-INFRA-MVOLA-DC-02";"Microsoft Windows Server 2022 (64-bit)";"06/04/2023 18:07:57"
"INFRA-STX-SRV-MULTIMEDIA";"Ubuntu Linux (64-bit)";"21/12/2023 18:32:45"
"STX-INFRA-MVOLA-MGMT-NTP1";"Ubuntu Linux (64-bit)";"06/04/2023 12:49:36"
"STX-INFRA-TACAS";"Ubuntu Linux (64-bit)";"08/10/2024 08:14:15"
"STX-INFRA-MVOLA-DC-01";"Microsoft Windows Server 2022 (64-bit)";"06/04/2023 17:19:23"
"STX-INFRA-MVOLA-MGMT-BACKUP";"Ubuntu Linux (64-bit)";"14/04/2023 05:26:09"
"STX-TEST-WIN-2022";;"01/04/2023 07:44:21"
"CloudBolt---Alain---v2023.1.2";"CentOS 7 (64-bit)";"18/09/2023 15:38:38"
"STX-TEST-WINDOWS-BEYONDTRUST";;"25/10/2023 15:25:48"
"STX-INFRA-WALLIX-AM-02";"Debian GNU/Linux 10 (64-bit)";"23/06/2025 10:51:27"
"STX-INFRA-WALLIX-AM-01";"Debian GNU/Linux 10 (64-bit)";"23/06/2025 10:47:34"
"STX-INFRA-WALLIX-BASTION-02";"Debian GNU/Linux 12 (64-bit)";"23/06/2025 10:56:21"
"STX-INFRA-WALLIX-FTG-01";"Other 4.x Linux (64-bit)";"23/06/2025 06:23:39"
"STX-INFRA-WALLIX-BASTION-01";"Debian GNU/Linux 12 (64-bit)";"23/06/2025 10:54:26"
"STX-INFRA-WALLIX-RDS-01";"Microsoft Windows Server 2022 (64-bit)";"10/07/2025 07:48:34"
"CHECKPOINT MANAGEMENT SERVER";;"06/09/2024 13:09:33"
"Win11-Checkpoint";;"11/09/2024 07:04:56"
"STX-NKV-DB-01";"Ubuntu Linux (64-bit)";"10/10/2025 10:46:43"
"STX-MAIL-SPAMTITAN-OUT-2";"FreeBSD 13 or later versions (64-bit)";"05/06/2023 10:22:22"
"TGN-MAIL-ZMBOX06";"CentOS 6 (64-bit)";"01/01/1970 00:00:00"
"TGN-LB-ZLB-02-CLUSTER-MAIL";;"01/01/1970 00:00:00"
"TGN-MAIL-SMTP-101";"CentOS 4/5/6/7 (64-bit)";"01/01/1970 00:00:00"
"TGN-MAIL-ZVELOGIC";"CentOS 6 (64-bit)";"01/01/1970 00:00:00"
"TGN-MAIL-ZMTA1";"CentOS 6 (64-bit)";"01/01/1970 00:00:00"
"STX-MAIL-SPAMTITAN-IN-02";"FreeBSD 13 or later versions (64-bit)";"06/07/2023 19:34:31"
"2021-09-15-CLONE-TGN-FW-MAIL-01";;"15/09/2021 17:22:42"
"TGN-MAIL-ZBACKUP";"CentOS 7 (64-bit)";"29/11/2021 11:55:39"
"TGN-MAIL-ZLOGGER";"CentOS 4/5/6/7 (64-bit)";"01/01/1970 00:00:00"
"TGN-MAIL-SMTP-RELAY-OUT-1";"Ubuntu Linux (64-bit)";"16/02/2021 10:12:10"
"TGN-MAIL-ZMBOX05";"CentOS 6 (64-bit)";"01/01/1970 00:00:00"
"TGN-LB-ZLB-01-CLUSTER-MAIL";;"01/01/1970 00:00:00"
"TGN-MAIL-ZMBOX04";"CentOS 6 (64-bit)";"01/01/1970 00:00:00"
"TGN-MAIL-ZMBOX03";"CentOS 6 (64-bit)";"01/01/1970 00:00:00"
"TGN-MAIL-ZPROXY1";"CentOS 6 (64-bit)";"01/01/1970 00:00:00"
"TGN-MAIL-SMTP-201";"CentOS 6 (64-bit)";"01/01/1970 00:00:00"
"TGN-MAIL-LDAP-02";"CentOS 6 (64-bit)";"01/01/1970 00:00:00"
"TGN-MAIL-SMTP-102";"CentOS 4/5/6/7 (64-bit)";"01/01/1970 00:00:00"
"TGN-MAIL-LDAP-01";"CentOS 6 (64-bit)";"01/01/1970 00:00:00"
"TGN-MAIL-ZMBOX01";"CentOS 6 (64-bit)";"01/01/1970 00:00:00"
"STX-MAIl-SPAMTITAN-OUT-1";"FreeBSD 13 or later versions (64-bit)";"16/06/2023 10:28:35"
"TGN-MAIL-ZPROXY2";"CentOS 6 (64-bit)";"01/01/1970 00:00:00"
"TGN-MAIL-SMTP-202";"CentOS 6 (64-bit)";"01/01/1970 00:00:00"
"TGN-MAIL-ZMTA2";"CentOS 6 (64-bit)";"01/01/1970 00:00:00"
"TGN-MAIL-SMTP-302";"CentOS 6 (64-bit)";"01/01/1970 00:00:00"
"TGN-MAIL-ZSOBATRA-NEW";"CentOS 8 (64-bit)";"21/03/2023 05:48:16"
"STX-MAIL-SPAMTITAN-IN-01";"FreeBSD 13 or later versions (64-bit)";"09/06/2023 04:11:48"
"TGN-MAIL-ZMBOX02";"CentOS 6 (64-bit)";"01/01/1970 00:00:00"
"TGN-MAIL-SMTP-POST-57";;"05/09/2021 17:46:30"
"STX-MAIL-ZIMBRA-TEMPLATE";"Other 4.x Linux (64-bit)";"22/12/2023 11:44:08"
"STX-TNR1-VBR-01";"Microsoft Windows Server 2022 (64-bit)";"19/11/2024 08:16:43"
"STX-TNR1-VSPC-01";"Microsoft Windows Server 2022 (64-bit)";"17/10/2024 10:12:40"
"STX-TNR1-VPX-02";"Ubuntu Linux (64-bit)";"18/02/2026 20:17:41"
"STX-TNR1-VPX-01";"Ubuntu Linux (64-bit)";"18/02/2026 19:45:14"
"STX-TNR1-VBR-02";"Microsoft Windows Server 2022 (64-bit)";"27/03/2026 13:20:34"
"STX-TNR1-VDB-01";"Microsoft Windows Server 2022 (64-bit)";"05/01/2026 08:06:53"
"STX-TNR1-VSPC-02";"Microsoft Windows Server 2022 (64-bit)";"17/10/2024 10:16:00"
"STX-TNR1-VCC-01";"Microsoft Windows Server 2022 (64-bit)";"20/10/2024 22:17:34"
"STX-TNR1-VDB-02";"Microsoft Windows Server 2022 (64-bit)";"05/01/2026 08:23:32"
"STX-INFRA-PAPERCUT-PRINTER";"Microsoft Windows Server 2022 (64-bit)";"08/06/2026 07:34:09"
"STX-NEW-ALFRED-MGMT";"Ubuntu Linux (64-bit)";"23/03/2025 18:45:54"
"STX-SRV-TRACEROUTE";"Ubuntu Linux (64-bit)";"16/06/2025 12:09:49"
"STX-NEW-FW";"Other (64-bit)";"23/03/2025 17:47:53"
"MV-CVM-SFTP";"Red Hat Enterprise Linux 9 (64-bit)";"13/02/2024 12:54:24"
"FW-PF-WSO2-PROD";;"13/09/2025 20:40:23"
"STX-TNR1-IAC-01";"Ubuntu Linux (64-bit)";"30/06/2023 20:11:42"
"STX-VAULT-01";"Ubuntu Linux (64-bit)";"25/06/2025 14:01:39"
"STX-TNR1-ARIA-01";"VMware Photon OS (64-bit)";"12/02/2026 13:01:07"
"LXCA-02";;"23/10/2025 12:50:47"
"STX-GITLAB-02";"Debian GNU/Linux 12 (64-bit)";"01/02/2024 20:10:12"
"STX-NKV-MONITORING";"Debian GNU/Linux 11 (64-bit)";"24/07/2023 07:19:59"
"STX-TNR1-SSP-01";"Ubuntu Linux (64-bit)";"21/10/2025 15:21:56"
"STX-VAULT-02";"Ubuntu Linux (64-bit)";"29/09/2025 16:33:46"
"STX-BASTION-MGMT";"Microsoft Windows Server 2022 (64-bit)";"13/09/2023 13:01:05"
"STX-TNR1-ARIA-02";"VMware Photon OS (64-bit)";"12/02/2026 19:09:16"
"STX-GITLAB-01";"Debian GNU/Linux 12 (64-bit)";"01/02/2024 20:02:41"
"STX-LXCA-01";;"19/05/2025 09:55:00"
"STX-TNR1-WSUS-01";"Microsoft Windows Server 2022 (64-bit)";"30/12/2025 12:19:46"
"STX-INFRA-FLEETDM";"Ubuntu Linux (64-bit)";"07/03/2024 11:49:59"
"TGN-INFRA-DNS-LB-DNSDIST-INFRA-ANA-20";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"CLONE-STX-INFRA-DNS-AUTH-02";"Red Hat Enterprise Linux 6 (64-bit)";"11/04/2024 07:11:26"
"TGN-INFRA-DNS-AUTH-01";;"01/01/1970 00:00:00"
"TGN-FIREWALL-ALFRED-NEW-25";;"25/08/2025 10:20:00"
"TGN-INFRA-DNS-LB-DNSDIST-INFRA-ANA-10";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-DNS-CACHE-ANA-20";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-DNS-CACHE-ANA-10";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"STXN-INFRA-DNS-AUTH-NEW";;"28/02/2025 13:11:17"
"TGN-INFRA-DNS-AUTH-02";"CentOS 6 (64-bit)";"01/01/1970 00:00:00"
"SRV-HAPROXY";"Ubuntu Linux (64-bit)";"27/06/2024 13:39:56"
"SRV-SFTP";"Ubuntu Linux (64-bit)";"27/06/2024 13:39:57"
"AXIAN-FW-SFTP";;"27/06/2024 05:39:32"
"PCA-PULSE-DEV-WINDOWS";"Microsoft Windows Server 2022 (64-bit)";"26/09/2025 12:27:31"
"PCA-PULSE-DEV-LINUX";"CentOS 9 (64-bit)";"26/09/2025 11:59:05"
"TEMPLATE-UBUNTU-24";;"27/01/2025 12:54:48"
"TEMPLATE-CENTOS-10";;"29/01/2025 06:36:55"
"TEMPLATE-RHEL8.5-NON-DOCKER";;"31/05/2023 08:04:09"
"TEMPLATEWIN22";;"06/07/2023 09:53:47"
"MV-SFTP-01";"Red Hat Enterprise Linux 9 (64-bit)";"05/06/2026 13:31:07"
"MV-SFTP-DATAHUB";"Red Hat Enterprise Linux 9 (64-bit)";"05/06/2026 13:31:05"
"MVOLA-AML-SRV-01";"Microsoft Windows Server 2022 (64-bit)";"20/03/2025 11:29:38"
"MVOLA-AML-SRV-04";"Microsoft Windows Server 2022 (64-bit)";"20/03/2025 12:24:03"
"MVOLA-AML-SRV-08";"Microsoft Windows Server 2022 (64-bit)";"10/06/2025 11:41:45"
"MVOLA-AML-SRV-03";"Microsoft Windows Server 2022 (64-bit)";"20/03/2025 11:59:28"
"MVOLA-AML-SRV-04-C";"Microsoft Windows Server 2022 (64-bit)";"22/07/2025 14:51:41"
"MVOLA-AML-APP-02";"Red Hat Enterprise Linux 9 (64-bit)";"31/07/2024 12:38:11"
"MVOLA-AML-SRV-02-C";"Microsoft Windows Server 2022 (64-bit)";"22/07/2025 14:49:57"
"MVOLA-AML-SRV-02";"Microsoft Windows Server 2022 (64-bit)";"22/05/2025 15:54:35"
"MVOLA-AML-SRV-06";"Microsoft Windows Server 2022 (64-bit)";"10/06/2025 11:36:32"
"MVOLA-AML-SRV-01-C";"Microsoft Windows Server 2022 (64-bit)";"22/07/2025 14:53:19"
"MVOLA-AML-SRV-03-C";"Microsoft Windows Server 2022 (64-bit)";"22/07/2025 14:52:10"
"MVOLA-AML-APP-03";"Red Hat Enterprise Linux 9 (64-bit)";"31/07/2024 12:38:11"
"MVOLA-AML-SRV-07";"Microsoft Windows Server 2022 (64-bit)";"10/06/2025 11:41:09"
"MVOLA-AML-SRV-05";"Microsoft Windows Server 2022 (64-bit)";"10/06/2025 11:33:37"
"MVOLA-AML-APP-01";"Red Hat Enterprise Linux 9 (64-bit)";"31/07/2024 12:38:08"
"eksa02-mvo-test-cluster-md-0-pqdc9-zcw74";"Other 6.x or later Linux (64-bit)";"03/12/2025 08:22:00"
"eksa02-mvo-test-cluster-md-0-pqdc9-btc5h";"Other 6.x or later Linux (64-bit)";"03/12/2025 08:16:32"
"eksa02-mvo-test-cluster-etcd-zxrhr";"Other 6.x or later Linux (64-bit)";"11/11/2025 11:57:58"
"eksa02-mvo-test-cluster-md-0-pqdc9-hw5cf";"Other 6.x or later Linux (64-bit)";"03/12/2025 08:14:21"
"eksa02-mvo-test-cluster-etcd-fspbn";"Other 6.x or later Linux (64-bit)";"11/11/2025 11:56:59"
"eksa02-mvo-test-cluster-md-0-pqdc9-925hw";"Other 6.x or later Linux (64-bit)";"03/12/2025 08:14:21"
"eksa02-mvo-test-cluster-dc6bl";"Other 6.x or later Linux (64-bit)";"11/11/2025 12:01:43"
"eksa02-mvo-test-cluster-etcd-nnzkh";"Other 6.x or later Linux (64-bit)";"11/11/2025 11:57:58"
"eksa02-mvo-test-cluster-l82qf";"Other 6.x or later Linux (64-bit)";"11/11/2025 11:59:53"
"eksa02-mvo-test-cluster-md-0-pqdc9-7sv4r";"Other 6.x or later Linux (64-bit)";"03/12/2025 08:14:20"
"MV-DBA-BKP-01";"Red Hat Enterprise Linux 9 (64-bit)";"13/03/2026 06:56:16"
"eksa04-mvo-preprod-cluster-etcd-wpqqw";"Other 6.x or later Linux (64-bit)";"21/04/2026 09:00:25"
"eksa04-mvo-preprod-cluster-etcd-j2tm7";"Other 6.x or later Linux (64-bit)";"21/04/2026 08:59:25"
"eksa04-mvo-preprod-cluster-md-0-rdbj6-gghqk";"Other 6.x or later Linux (64-bit)";"09/05/2026 06:08:07"
"eksa04-mvo-preprod-cluster-md-0-rdbj6-29trw";"Other 6.x or later Linux (64-bit)";"23/04/2026 06:35:31"
"eksa04-mvo-preprod-cluster-md-0-rdbj6-x8b42";"Other 6.x or later Linux (64-bit)";"21/04/2026 09:59:40"
"eksa04-mvo-preprod-cluster-md-0-rdbj6-xdl9b";"Other 6.x or later Linux (64-bit)";"21/04/2026 09:37:08"
"eksa04-mvo-preprod-cluster-md-0-rdbj6-zqq7q";"Other 6.x or later Linux (64-bit)";"21/04/2026 10:01:35"
"eksa04-mvo-preprod-cluster-md-0-rdbj6-cht98";"Other 6.x or later Linux (64-bit)";"09/05/2026 06:08:07"
"eksa04-mvo-preprod-cluster-md-0-rdbj6-l9h6g";"Other 6.x or later Linux (64-bit)";"21/04/2026 09:39:06"
"eksa04-mvo-preprod-cluster-md-0-rdbj6-h5dt9";"Other 6.x or later Linux (64-bit)";"23/04/2026 06:35:30"
"eksa04-mvo-preprod-cluster-etcd-mmxlm";"Other 6.x or later Linux (64-bit)";"21/04/2026 08:58:26"
"eksa04-mvo-preprod-cluster-ndztm";"Other 6.x or later Linux (64-bit)";"21/04/2026 09:01:27"
"eksa04-mvo-preprod-cluster-c7qpk";"Other 6.x or later Linux (64-bit)";"21/04/2026 09:05:25"
"MV-DNS-AUTHORATIVE";"Red Hat Enterprise Linux 9 (64-bit)";"18/10/2024 09:51:45"
"MV-DNS-RESOLVER";"Red Hat Enterprise Linux 9 (64-bit)";"18/10/2024 09:51:44"
"MV-FGM-ANKORONDRANO";"FortiManager-VM64 v7.2.10-build1682 250211 (GA)";"03/04/2025 12:56:37"
"MV-FAZ-AKORONDRANO";"FortiAnalyzer-VM64 v7.2.10-build1682 250211 (GA)";"03/04/2025 12:55:01"
"MVOLA-DWH-JMP-01";"Microsoft Windows Server 2022 (64-bit)";"19/07/2024 08:27:00"
"AIRFLOW";"Red Hat Enterprise Linux 9 (64-bit)";"03/05/2024 08:18:01"
"MVOLA-DWH-ETL-01";"Red Hat Enterprise Linux 9 (64-bit)";"08/08/2023 10:42:37"
"SPARK-WORKER-03";"Red Hat Enterprise Linux 9 (64-bit)";"03/05/2024 08:18:01"
"MVOLA-DWH-DMART-01";"Microsoft Windows Server 2022 (64-bit)";"08/08/2023 06:35:42"
"MVOLA-DWH-WIZ-PREPROD";"Red Hat Enterprise Linux 9 (64-bit)";"04/02/2025 11:13:55"
"MVOLA-DWH-ARCH-01";"Red Hat Enterprise Linux 9 (64-bit)";"13/10/2023 11:57:00"
"MVOLA-DWH-GIT-01";"Red Hat Enterprise Linux 9 (64-bit)";"08/08/2023 10:43:46"
"SPARK-WORKER-02";"Red Hat Enterprise Linux 9 (64-bit)";"03/05/2024 08:18:01"
"SPARK-WORKER-01";"Red Hat Enterprise Linux 9 (64-bit)";"03/05/2024 08:18:01"
"SPARK-MASTER";"Red Hat Enterprise Linux 9 (64-bit)";"03/05/2024 08:18:01"
"MVOLA-DWH-DCAT-01";"Red Hat Enterprise Linux 9 (64-bit)";"08/08/2023 10:43:12"
"SPARK-WORKER-04";"Red Hat Enterprise Linux 9 (64-bit)";"03/05/2024 08:18:01"
"MVOLA-DWH-RST-01";"Red Hat Enterprise Linux 9 (64-bit)";"08/08/2023 10:37:07"
"MV-PR-SCM-SEC-02";"Red Hat Enterprise Linux 9 (64-bit)";"22/04/2026 11:24:06"
"MV-PR-SCM-SEC-03";"Red Hat Enterprise Linux 9 (64-bit)";"22/04/2026 11:24:08"
"MV-PR-SCM-SEC-05";"Red Hat Enterprise Linux 9 (64-bit)";"22/04/2026 11:23:20"
"MV-PR-SCM-SEC-01";"Red Hat Enterprise Linux 9 (64-bit)";"10/03/2026 12:56:53"
"MV-PR-SCM-SEC-04";"Red Hat Enterprise Linux 9 (64-bit)";"22/04/2026 11:24:06"
"MV-LABDEV";"Red Hat Enterprise Linux 9 (64-bit)";"28/11/2023 13:35:44"
"MV-LABCICD";"Red Hat Enterprise Linux 9 (64-bit)";"28/11/2023 13:33:55"
"MVOLA-JUMPSERVER-TANZU-THBS";"Ubuntu Linux (64-bit)";"31/05/2024 09:21:13"
"MV-VMACMQ-01";"Red Hat Enterprise Linux 9 (64-bit)";"14/10/2024 07:04:34"
"MV-UM-ENGINE-PROD-14";"Red Hat Enterprise Linux 9 (64-bit)";"13/04/2026 11:57:43"
"MV-UM-UTIL-PROD-02";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 20:34:30"
"MV-UM-WEB-PROD-03";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 17:43:13"
"MV-UM-WEB-PROD-02";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 17:45:19"
"MV-UM-DB-PGPOOL-PROD-03";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 17:46:53"
"MV-UM-CONNECTOR-PROD-05";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 20:33:12"
"MV-HA-DB-PROD-2";"Red Hat Enterprise Linux 9 (64-bit)";"10/02/2026 11:39:56"
"MV-OPS-MON-PROD-01";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 17:45:18"
"MV-UM-WEB-PROD-01";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 17:44:12"
"MV-UM-DB-OLTP-PROD-01";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 20:34:07"
"MV-HA-DB-PROD-1";"Red Hat Enterprise Linux 9 (64-bit)";"10/02/2026 11:43:27"
"MV-UM-ENGINE-PROD-01";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 17:46:15"
"MV-UM-CONNECTOR-PROD-09";"Red Hat Enterprise Linux 9 (64-bit)";"11/04/2026 17:53:23"
"MV-UM-CONNECTOR-PROD-11";"Red Hat Enterprise Linux 9 (64-bit)";"13/04/2026 11:54:46"
"MV-UM-ENGINE-PROD-12";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 17:45:58"
"MV-OPS-DC-PROD-01";"Microsoft Windows Server 2022 (64-bit)";"13/02/2025 08:05:45"
"MV-UM-DB-PGPOOL-PROD-01";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 20:46:09"
"MV-UM-ENGINE-PROD-15";"Red Hat Enterprise Linux 9 (64-bit)";"13/04/2026 11:58:41"
"MV-UM-ENGINE-PROD-07";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 20:33:20"
"MV-UM-CONNECTOR-PROD-06";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 20:33:10"
"MV-UM-ENGINE-PROD-10";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 17:43:08"
"MV-UM-UTIL-PROD-01";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 20:39:16"
"MV-UM-CONNECTOR-PROD-02";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 17:42:59"
"MV-OPS-SEC-PROD-01";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 17:44:06"
"MV-UM-CONNECTOR-PROD-01";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 20:34:20"
"MV-UM-ENGINE-PROD-08";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 20:34:20"
"MV-UM-ENGINE-PROD-04";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 17:46:15"
"MV-UM-DB-OLTP-PROD-03";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 17:43:13"
"MV-UM-ENGINE-PROD-11";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 17:46:22"
"MV-UM-CONNECTOR-PROD-08";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 17:43:19"
"MV-UM-CONNECTOR-PROD-03";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 20:34:06"
"MV-UM-ENGINE-PROD-05";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 20:34:30"
"MV-UM-ENGINE-PROD-09";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 17:43:47"
"MV-UM-CONNECTOR-PROD-07";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 17:45:19"
"MV-UM-CONNECTOR-PROD-04";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 17:45:45"
"MV-UM-DB-PGPOOL-PROD-02";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 20:35:50"
"MV-OPS-SEC-PROD-02";"Microsoft Windows Server 2022 (64-bit)";"13/02/2025 10:27:40"
"MV-UM-CONNECTOR-PROD-12";"Red Hat Enterprise Linux 9 (64-bit)";"13/04/2026 11:55:45"
"MV-UM-DB-OLTP-PROD-02";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 17:43:59"
"MV-UM-WEB-PROD-04";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 20:34:08"
"MV-UM-CONNECTOR-PROD-10";"Red Hat Enterprise Linux 9 (64-bit)";"13/04/2026 11:53:58"
"MV-UM-ENGINE-PROD-03";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 17:43:39"
"MV-UM-ENGINE-PROD-02";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 17:45:19"
"MV-UM-ENGINE-PROD-06";"Red Hat Enterprise Linux 9 (64-bit)";"12/02/2025 20:33:12"
"MV-UM-ENGINE-PROD-13";"Red Hat Enterprise Linux 9 (64-bit)";"11/04/2026 17:57:52"
"MV-UM-ENGINE-PROD-16";"Red Hat Enterprise Linux 9 (64-bit)";"13/04/2026 11:58:20"
"MV-BIGDATA-PROD-SPARK-01";"Red Hat Enterprise Linux 9 (64-bit)";"15/12/2025 11:24:11"
"MV-VMMINT- UAT-01";"Red Hat Enterprise Linux 9 (64-bit)";"28/09/2023 10:37:43"
"MV-VMACMQ- UAT-01";"Red Hat Enterprise Linux 9 (64-bit)";"28/09/2023 10:40:49"
"SOC-ELASTIC-02";"Red Hat Enterprise Linux 9 (64-bit)";"31/10/2023 12:27:47"
"SOC-ELASTIC-01";"Red Hat Enterprise Linux 9 (64-bit)";"31/10/2023 12:15:53"
"MV-PAM-PROD-SEC-02";"Red Hat Enterprise Linux 9 (64-bit)";"13/11/2025 13:52:51"
"YKM-SELFCARE-APP-01";"Red Hat Enterprise Linux 9 (64-bit)";"26/01/2026 11:59:28"
"MV-PAM-PROD-SEC";"Red Hat Enterprise Linux 9 (64-bit)";"30/09/2025 06:43:00"
"MV-BACKUP-SEC";"Red Hat Enterprise Linux 9 (64-bit)";"20/11/2025 18:35:26"
"YKM-SELFCARE-APP-02";"Red Hat Enterprise Linux 9 (64-bit)";"26/01/2026 12:56:17"
"VMUSSD-MAM-02";"Red Hat Enterprise Linux 9 (64-bit)";"19/06/2023 14:21:26"
"VMUSSD-UMBS-01";"Red Hat Enterprise Linux 9 (64-bit)";"19/06/2023 14:38:39"
"MV-IMAGESERVER-20230320";"Red Hat Enterprise Linux 9 (64-bit)";"20/03/2023 12:20:30"
"MV-SICAP-GRAYLOG-01";"Red Hat Enterprise Linux 9 (64-bit)";"23/10/2025 06:06:35"
"VMUSSD-MAM-04";"Red Hat Enterprise Linux 9 (64-bit)";"19/06/2023 14:44:20"
"VMUSSD-MAM-01";"Red Hat Enterprise Linux 9 (64-bit)";"19/06/2023 14:44:19"
"VMMINT04-DR";"Red Hat Enterprise Linux 9 (64-bit)";"30/06/2023 12:32:41"
"VMUSSD-MAM-03";"Red Hat Enterprise Linux 9 (64-bit)";"19/06/2023 14:26:25"
"STX-INFRA-MVOLA-USSD-UAT-01";"Red Hat Enterprise Linux 9 (64-bit)";"25/04/2023 13:00:17"
"MVOLA-BACKUP-01";"Ubuntu Linux (64-bit)";"31/05/2023 12:37:52"
"MVOLA-ADMIN-STELLARIX";"Ubuntu Linux (64-bit)";"05/06/2023 09:41:30"
"VMUSSD-DB-PP-01";"Red Hat Enterprise Linux 9 (64-bit)";"19/06/2023 14:13:18"
"mv-sicap-pgpool01";"Red Hat Enterprise Linux 9 (64-bit)";"09/02/2024 05:37:40"
"VMUSSD-DB-01";"Red Hat Enterprise Linux 9 (64-bit)";"19/06/2023 14:36:31"
"VMUSSD-MAM-PP-02";"Red Hat Enterprise Linux 9 (64-bit)";"19/06/2023 14:13:35"
"VMUSSD-DB-02";"Red Hat Enterprise Linux 9 (64-bit)";"19/06/2023 14:19:54"
"VMUSSD-MAM-PP-01-20230911";"Red Hat Enterprise Linux 9 (64-bit)";"11/09/2023 10:17:01"
"VMUSSD-CICD-01";"Red Hat Enterprise Linux 9 (64-bit)";"19/06/2023 13:50:46"
"MV-LEO-WEB-02";"Red Hat Enterprise Linux 9 (64-bit)";"11/09/2023 11:53:54"
"MV-LEO-WEB-01";"Red Hat Enterprise Linux 9 (64-bit)";"11/09/2023 11:48:19"
"MV-LEO-WEB-UAT-01";"Red Hat Enterprise Linux 9 (64-bit)";"11/09/2023 10:50:23"
"MV-LEO-WEB-PP-01";"Red Hat Enterprise Linux 9 (64-bit)";"11/09/2023 11:41:45"
"VMMINT02-DEV";"Red Hat Enterprise Linux 9 (64-bit)";"30/06/2023 12:32:41"
"MV-JENKINS-20230405-1-recovered";"Red Hat Enterprise Linux 9 (64-bit)";"13/01/2025 12:30:00"
"VMUSSD-MAM-06";"Red Hat Enterprise Linux 9 (64-bit)";"19/02/2025 12:58:36"
"Mvola-ussd-dev-01";"Red Hat Enterprise Linux 9 (64-bit)";"19/06/2023 13:50:46"
"VMUSSD-MAM-05";"Red Hat Enterprise Linux 9 (64-bit)";"19/02/2025 12:58:38"
"MV-CEREBRO-WIN-01";"Microsoft Windows Server 2022 (64-bit)";"09/11/2023 16:32:43"
"MV-VMAPIG-PP-02";"Red Hat Enterprise Linux 9 (64-bit)";"03/05/2023 07:53:06"
"MV-VMDBWS-PP-01";"Red Hat Enterprise Linux 9 (64-bit)";"03/05/2023 07:58:47"
"MV-LOADBALANCER-API-GATEWAY";"Ubuntu Linux (64-bit)";"19/05/2023 10:00:37"
"MV-LOADBALANCER-API-MANAGER";"Ubuntu Linux (64-bit)";"19/05/2023 07:20:00"
"MV-VMAPIG-PP-01";"Red Hat Enterprise Linux 9 (64-bit)";"03/05/2023 08:07:59"
"MV-VMCICD-WSO2-01";"Red Hat Enterprise Linux 9 (64-bit)";"08/05/2023 13:22:31"
"MV-VMDBWS-PP-02";"Red Hat Enterprise Linux 9 (64-bit)";"03/05/2023 08:15:52"
"MV-VMAPIM-PP-01";"Red Hat Enterprise Linux 9 (64-bit)";"03/05/2023 07:54:39"
"MV-VMMINT-PP-02";"Red Hat Enterprise Linux 9 (64-bit)";"03/05/2023 08:13:24"
"MV-VMAPIM-PP-02";"Red Hat Enterprise Linux 9 (64-bit)";"03/05/2023 08:10:18"
