"Name";"OS";"CreationDate"
"CUST-VM-LEXPRESS-NEW-REQ-20151230-02827";"CentOS 7 (64-bit)";"01/01/1970 00:00:00"
"CUST-VM-SOFTWELL-NEW-1-202106";;"01/01/1970 00:00:00"
"CUST-VM-TISINDAY-PREPROD-ACT-20200914-01826";"CentOS 7 (64-bit)";"18/09/2020 15:05:34"
"CUST-VM-TISINDAY-BD-ACT-20171215-01210";"CentOS 7 (64-bit)";"01/01/1970 00:00:00"
"STX-PULSE-ECOLE42";"CentOS 9 (64-bit)";"11/05/2023 13:12:18"
"CUST-VM-EDM1-REQ-20150922-02911";"CentOS 6 (64-bit)";"01/01/1970 00:00:00"
"CUST-VM-EDM2-REQ-20150922-02911";"CentOS 6 (64-bit)";"01/01/1970 00:00:00"
"CUST-VM-METROPOLE-ACT-20170810-05213";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"STX-CUST-MONEYTECH";;"15/11/2023 10:53:57"
"STX-CUST-VM-FLOREAL-02";"Microsoft Windows Server 2022 (64-bit)";"26/01/2025 18:48:49"
"FW-FGT-FLOREAL";"Other 4.x Linux (64-bit)";"24/01/2025 07:52:54"
"STX-CUST-VM-FLOREAL-03";"Microsoft Windows Server 2022 (64-bit)";"10/04/2025 12:25:00"
"STX-CUST-VM-FLOREAL-01";"Microsoft Windows Server 2022 (64-bit)";"26/01/2025 18:26:26"
"eksa01-dev-cluster-md-0-458rj-jrlm8";"Other 6.x or later Linux (64-bit)";"09/06/2026 07:13:45"
"eksa01-dev-cluster-md-0-458rj-mqdz2";"Other 6.x or later Linux (64-bit)";"25/03/2026 17:57:49"
"eksa01-dev-cluster-md-0-458rj-nl4kj";"Other 6.x or later Linux (64-bit)";"25/03/2026 17:43:19"
"ATH-MVOLA-EKS-A-AdminMachine";"Ubuntu Linux (64-bit)";"21/04/2026 08:06:27"
"eksa01-dev-cluster-etcd-lcqsg";"Other 6.x or later Linux (64-bit)";"25/03/2026 16:40:57"
"eksa01-dev-cluster-dz99r";"Other 6.x or later Linux (64-bit)";"25/03/2026 16:43:55"
"eksa01-dev-cluster-592ld";"Other 6.x or later Linux (64-bit)";"25/03/2026 16:46:36"
"eksa01-dev-cluster-md-0-458rj-5nkt5";"Other 6.x or later Linux (64-bit)";"25/03/2026 16:52:58"
"eksa01-dev-cluster-md-0-458rj-tbt49";"Other 6.x or later Linux (64-bit)";"25/03/2026 17:05:03"
"eksa01-dev-cluster-md-0-458rj-zljdq";"Other 6.x or later Linux (64-bit)";"25/03/2026 17:59:51"
"eksa01-dev-cluster-md-0-458rj-tsxlt";"Other 6.x or later Linux (64-bit)";"09/06/2026 07:12:35"
"eksa01-dev-cluster-etcd-ng2hm";"Other 6.x or later Linux (64-bit)";"25/03/2026 16:42:56"
"eksa01-dev-cluster-md-0-458rj-mcl89";"Other 6.x or later Linux (64-bit)";"25/03/2026 16:51:11"
"eksa01-dev-cluster-md-0-458rj-ffx57";"Other 6.x or later Linux (64-bit)";"25/03/2026 18:04:13"
"eksa01-dev-cluster-md-0-458rj-pkzdx";"Other 6.x or later Linux (64-bit)";"25/03/2026 17:00:53"
"eksa01-dev-cluster-etcd-4v6fv";"Other 6.x or later Linux (64-bit)";"25/03/2026 16:41:55"
"eksa01-dev-cluster-md-0-458rj-4d27t";"Other 6.x or later Linux (64-bit)";"25/03/2026 16:51:12"
"eksa01-dev-cluster-md-0-458rj-hxdpd";"Other 6.x or later Linux (64-bit)";"25/03/2026 16:51:13"
"AXI-MNO-LB-PROD-01";"Red Hat Enterprise Linux 9 (64-bit)";"31/07/2024 19:59:49"
"AXI-MNO-LB-PROD-02";"Red Hat Enterprise Linux 9 (64-bit)";"31/07/2024 19:59:51"
"AXI-MNO-WEB-PROD-01";"Red Hat Enterprise Linux 9 (64-bit)";"31/07/2024 19:58:00"
"AXI-MNO-WEB-PREPROD-01";"Red Hat Enterprise Linux 9 (64-bit)";"31/07/2024 19:57:57"
"AXI-MNO-WEB-PROD-02";"Red Hat Enterprise Linux 9 (64-bit)";"31/07/2024 19:58:00"
"SRV-ATH-002";"Red Hat Enterprise Linux 9 (64-bit)";"26/05/2024 21:02:56"
"SRV-ATH-001";;"26/05/2024 20:57:50"
"SRV-FW-ATH-ASS-OPENVPN";"Other (64-bit)";"26/05/2024 22:10:40"
"STX-AXIAN-HR-APP";"Red Hat Enterprise Linux 9 (64-bit)";"09/10/2023 06:19:43"
"STX-HR-APP-FW";"Other (64-bit)";"09/10/2023 13:16:12"
"VM-DB-Cluster-2";"Red Hat Enterprise Linux 9 (64-bit)";"17/10/2023 11:24:19"
"VM-Jump";"Red Hat Enterprise Linux 9 (64-bit)";"17/10/2023 12:20:48"
"VM-Reporting";"Red Hat Enterprise Linux 9 (64-bit)";"17/10/2023 11:30:14"
"VM-DB-Cluster-1";"Red Hat Enterprise Linux 9 (64-bit)";"17/10/2023 10:38:08"
"VM-Loadbalancer";;"17/10/2023 11:35:05"
"VM-Jenkins";"Red Hat Enterprise Linux 9 (64-bit)";"17/10/2023 12:32:44"
"VM-Whitness";"Red Hat Enterprise Linux 9 (64-bit)";"17/10/2023 12:18:17"
"VM-DB-Cluster-3";"Red Hat Enterprise Linux 9 (64-bit)";"17/10/2023 11:27:37"
"eksa05-dnf-olms-prod-cluster-md-0-dbgmp-f2tbp";"Other 6.x or later Linux (64-bit)";"26/02/2026 13:12:25"
"eksa05-dnf-olms-prod-cluster-etcd-fvnjq";"Other 6.x or later Linux (64-bit)";"29/01/2026 19:28:08"
"eksa05-dnf-olms-prod-cluster-g7fc2";"Other 6.x or later Linux (64-bit)";"29/01/2026 19:31:54"
"DNF-OLMS-DBA-01";"Red Hat Enterprise Linux 9 (64-bit)";"28/01/2026 14:06:40"
"eksa05-dnf-olms-prod-cluster-rk8vg";"Other 6.x or later Linux (64-bit)";"29/01/2026 19:29:31"
"DNF-OLMS-APP-01";"Red Hat Enterprise Linux 9 (64-bit)";"28/01/2026 13:47:00"
"eksa05-dnf-olms-prod-cluster-etcd-xjl45";"Other 6.x or later Linux (64-bit)";"29/01/2026 19:27:06"
"eksa05-dnf-olms-prod-cluster-md-0-dbgmp-7d65d";"Other 6.x or later Linux (64-bit)";"26/02/2026 13:14:13"
"eksa05-dnf-olms-prod-cluster-etcd-2vq5l";"Other 6.x or later Linux (64-bit)";"29/01/2026 19:26:11"
"eksa05-dnf-olms-prod-cluster-md-0-dbgmp-fvfhd";"Other 6.x or later Linux (64-bit)";"26/02/2026 13:10:16"
"ATH-AXIAN-TAILSCALE-AWS-VM";"Ubuntu Linux (64-bit)";"05/10/2025 16:39:54"
"ATH-AXIAN-MS-VM-04";"Red Hat Enterprise Linux 9 (64-bit)";"05/10/2025 11:54:42"
"ATH-services-oif-dev";"Red Hat Enterprise Linux 9 (64-bit)";"10/10/2025 10:50:09"
"20251007-VR-MKT-ATH-MVOLA-DOCKER-CLONE";"Other 3.x Linux (64-bit)";"07/10/2025 09:18:24"
"ATH-MVOLA-DOCKER-02";"Red Hat Enterprise Linux 9 (64-bit)";"04/10/2025 08:32:25"
"ATH-AXIAN-MS-VM-02";"Red Hat Enterprise Linux 9 (64-bit)";"05/10/2025 11:52:17"
"ATH-services-telco-dev";"Red Hat Enterprise Linux 9 (64-bit)";"10/10/2025 09:30:02"
"ATH-postgres-db-dev";"Red Hat Enterprise Linux 9 (64-bit)";"10/10/2025 10:52:27"
"MV-JENKINS";"Red Hat Enterprise Linux 9 (64-bit)";"21/01/2026 13:35:21"
"FW-MVOLA-TANZU-EXTERNAL-25";;"09/09/2025 19:04:23"
"ATH-AXIAN-MS-VM-03";"Red Hat Enterprise Linux 9 (64-bit)";"05/10/2025 11:53:16"
"ATH-AXIAN-MS-VM-01";"Red Hat Enterprise Linux 9 (64-bit)";"05/10/2025 10:18:32"
"ATH-services-clms-dev";"Red Hat Enterprise Linux 9 (64-bit)";"10/10/2025 10:51:01"
"VR-MKT-ATH-MVOLA-DOCKER";;"04/10/2025 06:31:41"
"ATH-TNR1-JUMP-01";"Microsoft Windows Server 2022 (64-bit)";"20/01/2026 10:48:02"
"ATH-MVOLA-DOCKER-01";"Red Hat Enterprise Linux 9 (64-bit)";"04/10/2025 06:23:26"
"STX-INFRA-MVOLA-TANZU-JUMPBOX-UBUNTU - Clone";"Ubuntu Linux (64-bit)";"21/01/2026 13:19:49"
"STX-CUBE-BACKUP-RESTORE-01";;"05/10/2025 16:17:07"
"DATALAKE-DB-CITUSWORKER1";"Red Hat Enterprise Linux 9 (64-bit)";"21/06/2023 16:54:52"
"DATALAKE-APP-AWX";"Red Hat Enterprise Linux 9 (64-bit)";"21/06/2023 16:37:32"
"kube-server-02";"Red Hat Enterprise Linux 9 (64-bit)";"01/08/2024 14:00:34"
"DATALAKE-APP-SPARKWORKER2";"Red Hat Enterprise Linux 9 (64-bit)";"21/06/2023 08:03:13"
"DATALAKE-APP-SPARKWORKER4";"Red Hat Enterprise Linux 9 (64-bit)";"21/06/2023 10:12:15"
"DATALAKE-APP-POWERBI";"Microsoft Windows Server 2022 (64-bit)";"20/06/2023 07:11:04"
"FW-PFS-DATALAKE";;"20/06/2023 05:29:35"
"DATALAKE-APP-SPARKMASTER";"Red Hat Enterprise Linux 9 (64-bit)";"21/06/2023 10:15:45"
"DATALAKE-DMZ-SFTP";"Red Hat Enterprise Linux 9 (64-bit)";"20/06/2023 11:02:07"
"kube-server-01";"Red Hat Enterprise Linux 9 (64-bit)";"01/08/2024 14:45:00"
"DATALAKE-FORTIGATE";"Other 5.x Linux (64-bit)";"20/06/2023 05:34:26"
"DATALAKE-DB-CITUSWORKER4";"Red Hat Enterprise Linux 9 (64-bit)";"21/06/2023 17:03:48"
"DATALAKE-DB-CITUSMONITOR";"Red Hat Enterprise Linux 9 (64-bit)";"21/06/2023 16:48:10"
"DATALAKE-APP-GITLABSERVER";"Red Hat Enterprise Linux 9 (64-bit)";"21/06/2023 16:21:26"
"DATALAKE-DB-CITUSWORKER3";"Red Hat Enterprise Linux 9 (64-bit)";"21/06/2023 17:01:34"
"DATALAKE-DB-CITUSWORKER2";"Red Hat Enterprise Linux 9 (64-bit)";"21/06/2023 16:59:47"
"kube-server-04";"Red Hat Enterprise Linux 9 (64-bit)";"01/08/2024 11:38:52"
"DATALAKE-APP-SPARKHISTORY";"Red Hat Enterprise Linux 9 (64-bit)";"21/06/2023 14:19:00"
"DATALAKE-DB-CITUSMASTER";"Red Hat Enterprise Linux 9 (64-bit)";"21/06/2023 15:58:48"
"kube-server-03";"Red Hat Enterprise Linux 9 (64-bit)";"01/08/2024 14:11:19"
"DATALAKE-APP-FASTAPI";"Red Hat Enterprise Linux 9 (64-bit)";"21/06/2023 07:14:31"
"DATALAKE-APP-GITLABRUNNER";"Red Hat Enterprise Linux 9 (64-bit)";"21/06/2023 16:13:40"
"DATALAKE-APP-SPARKWORKER3";"Red Hat Enterprise Linux 9 (64-bit)";"21/06/2023 08:32:08"
"DATALAKE-APP-SPARKWORKER1";"Red Hat Enterprise Linux 9 (64-bit)";"21/06/2023 11:24:50"
"DATALAKE-APP-NEXUS";"Red Hat Enterprise Linux 9 (64-bit)";"21/06/2023 16:28:33"
"DATALAKE-APP-AIRFLOW";"Red Hat Enterprise Linux 9 (64-bit)";"21/06/2023 07:12:22"
"AXI-SRV-SOC-PROD";"Ubuntu Linux (64-bit)";"18/05/2026 12:59:06"
"STX-TOM-INFRA-WEB01-TARANTULA";"Microsoft Windows Server 2022 (64-bit)";"09/05/2023 08:03:22"
"STX-TOM-INFRA-FileMediaServer-TARANTULA";"Microsoft Windows Server 2022 (64-bit)";"09/05/2023 12:14:28"
"STX-TOM-INFRA-WEB02-TARANTULA";"Microsoft Windows Server 2022 (64-bit)";"09/05/2023 08:22:11"
"STX-TOM-INFRA-DBSRV-02-TARANTULA";"Microsoft Windows Server 2022 (64-bit)";"09/05/2023 12:12:24"
"STX-TOM-INFRA-LBC01-TARANTULA";"Ubuntu Linux (64-bit)";"09/05/2023 09:12:26"
"STX-TOM-INFRA-DBSRV-01-TARANTULA";"Microsoft Windows Server 2022 (64-bit)";"09/05/2023 12:11:15"
"STX-TOM-INFRA-DBSRV-WITNESS-TARANTULA";"Microsoft Windows Server 2022 (64-bit)";"09/05/2023 12:13:09"
"STX-TOM-INFRA-DBSRV-DIS-RECOV-TARANTULA";"Microsoft Windows Server 2022 (64-bit)";"09/05/2023 14:34:06"
"STX-TOM-INFRA-APPSRV-DIS-RECOV-TARANTULA";"Microsoft Windows Server 2022 (64-bit)";"09/05/2023 14:32:44"
"STX-TOM-INFRA-FILESRV-DIS-RECOV-TARANTULA";"Microsoft Windows Server 2022 (64-bit)";"09/05/2023 14:35:06"
"STX-TOM-PREPROD-BDSRV-TARANTULA";"Microsoft Windows Server 2022 (64-bit)";"09/05/2023 12:54:13"
"STX-TOM-PREPROD-WEBSERVER-TARANTULA";"Microsoft Windows Server 2022 (64-bit)";"09/05/2023 12:08:09"
"STX-TOM-PREPROD-MediaFileSRV-TARANTULA";"Microsoft Windows Server 2022 (64-bit)";"09/05/2023 13:58:58"
"SRV-ALFRED-TOA-PROD-2";"Ubuntu Linux (64-bit)";"01/09/2023 12:30:48"
"SRV-ALFRED-TOA-PROD-10";"Ubuntu Linux (64-bit)";"01/09/2023 13:47:11"
"SRV-ALFRED-TOA-PROD-4";"Ubuntu Linux (64-bit)";"01/09/2023 12:42:32"
"SRV-ALFRED-TOA-PROD-3";"Ubuntu Linux (64-bit)";"01/09/2023 12:34:21"
"SRV-ALFRED-TOA-PROD-13";"Ubuntu Linux (64-bit)";"08/04/2025 13:29:01"
"SRV-ALFRED-TOA-PROD-1";"Ubuntu Linux (64-bit)";"01/09/2023 11:48:59"
"SRV-ALFRED-TOA-PROD-8";"Ubuntu Linux (64-bit)";"01/09/2023 13:44:36"
"SRV-ALFRED-TOA-PROD-11";"Ubuntu Linux (64-bit)";"01/09/2023 13:48:05"
"SRV-ALFRED-TOA-PROD-5";"Ubuntu Linux (64-bit)";"01/09/2023 12:45:56"
"SRV-ALFRED-TOA-PROD-7";"Ubuntu Linux (64-bit)";"01/09/2023 13:43:31"
"SRV-ALFRED-TOA-PROD-12";"Ubuntu Linux (64-bit)";"01/09/2023 13:48:57"
"SRV-ALFRED-TOA-PROD-6";"Ubuntu Linux (64-bit)";"01/09/2023 13:42:19"
"SRV-ALFRED-TOA-PROD-9";"Ubuntu Linux (64-bit)";"01/09/2023 13:46:25"
"SRV-TOA-SMTP";"Ubuntu Linux (64-bit)";"22/11/2024 08:08:29"
"STX-TOM-TEST-FileMediaSRV-TARANTULA";"Microsoft Windows Server 2022 (64-bit)";"09/05/2023 12:33:27"
"STX-TOM-TEST-APPSRV-TARANTULA";"Microsoft Windows Server 2022 (64-bit)";"09/05/2023 12:30:25"
"STX-TOM-TEST-DBSRV-TARANTULA";"Microsoft Windows Server 2022 (64-bit)";"09/05/2023 12:31:34"
"FW-TOA-SENEGAL";"FreeBSD 14 or later versions (64-bit)";"05/09/2024 12:06:11"
"SRV-ALFRED-TOA-1";"Ubuntu Linux (64-bit)";"22/05/2023 08:28:24"
"SRV-ALFRED-TOA-2";"Ubuntu Linux (64-bit)";"22/05/2023 10:00:04"
"SRV-FW-TOA";;"25/05/2023 10:15:52"
"SRV-ALFRED-TOA-3";"Ubuntu Linux (64-bit)";"22/05/2023 10:07:56"
"CUST-TAGIP-DB-TIMESCALE";"Debian GNU/Linux 12 (64-bit)";"21/05/2026 12:12:33"
"CUST-TAGIP-REVERSE-PROXY";"Debian GNU/Linux 12 (64-bit)";"21/05/2026 12:12:29"
"CUST-TAGIP-DB-MAIN";"Debian GNU/Linux 12 (64-bit)";"21/05/2026 12:12:41"
"CUST-TAGIP-DB-GIS";"Debian GNU/Linux 12 (64-bit)";"21/05/2026 12:12:27"
"CUST-TAGIP-CHR";;"21/01/2026 07:48:34"
"CUST-TAGIP-MAPS";"Debian GNU/Linux 12 (64-bit)";"21/05/2026 12:12:36"
"CUST-TAGIP-INGEST-ENGINE";"Debian GNU/Linux 12 (64-bit)";"21/05/2026 12:12:43"
"CUST-TAGIP-CACHE";"Debian GNU/Linux 12 (64-bit)";"21/05/2026 12:12:27"
"CUST-TAGIP-WEB-UI";"Debian GNU/Linux 12 (64-bit)";"21/05/2026 12:12:38"
"STX-WALLIX-MSP-NOC-BASTION-01";"Debian GNU/Linux 12 (64-bit)";"15/10/2025 07:49:49"
"STX-WALLIX-MSP-NOC-AM-01";"Debian GNU/Linux 10 (64-bit)";"15/10/2025 07:54:37"
"STX-INFRA-RESOLVE-DCM-SRV";"Red Hat Enterprise Linux 9 (64-bit)";"30/04/2026 12:51:13"
"STX-INFRA-RESOLVE-RSREMOTE-SRV";"Red Hat Enterprise Linux 9 (64-bit)";"30/04/2026 12:51:13"
"comp1-harbor-02";"VMware Photon OS (64-bit)";"30/04/2026 19:25:18"
"comp1-harbor-01";"VMware Photon OS (64-bit)";"30/04/2026 19:34:24"
"STX-INFRA-GRAPHANA";"Rocky Linux (64-bit)";"29/08/2025 12:22:07"
"NEW-PFSENSE-TEMP";"FreeBSD 15 or later versions (64-bit)";"27/03/2026 07:26:43"
"STX-INFRA-MONITORING-01";"Ubuntu Linux (64-bit)";"24/09/2024 05:40:16"
"STX-NSX-EDGE-05";"Ubuntu Linux (64-bit)";"13/11/2024 14:24:43"
"CLONE-MVOLA-FW-PFSENSE-01-20251008";;"08/10/2025 11:56:43"
"STX-NSX-MGR-03";"Ubuntu Linux (64-bit)";"04/04/2023 18:47:13"
"STX-NSX-EDGE-06";"Ubuntu Linux (64-bit)";"13/11/2024 14:27:39"
"STX-NSX-EDGE-02";"Ubuntu Linux (64-bit)";"22/09/2023 11:25:13"
"STX-NSX-EDGE-01";"Ubuntu Linux (64-bit)";"22/09/2023 10:56:44"
"STX-NSX-MGR-02";"Ubuntu Linux (64-bit)";"04/04/2023 18:35:07"
"STX-NSX-EDGE-03";"Ubuntu Linux (64-bit)";"13/11/2024 13:56:23"
"STX-NSX-EDGE-04";"Ubuntu Linux (64-bit)";"13/11/2024 14:11:14"
"STX-NSX-MGR-01";"Ubuntu Linux (64-bit)";"04/04/2023 17:54:59"
"TGN-ALFRED-CORE-20";"Ubuntu Linux (64-bit)";"28/11/2023 11:16:39"
"TGN-ALFRED-WEB-NEW";"Ubuntu Linux (64-bit)";"08/07/2022 12:19:45"
"TGN-INFRA-ALFRED-ASTELIA-ANA-1";"Ubuntu Linux (64-bit)";"01/10/2021 13:53:35"
"TGN-MONITORING-ALFRED-WIKIJS";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-ASTELIA-ANA-2";"Ubuntu Linux (64-bit)";"01/10/2021 14:42:47"
"STX-ALFRED-K8-WORKER-4";"Ubuntu Linux (64-bit)";"19/09/2022 09:09:08"
"TGN-INFRA-MONITORING-ALFRED-CORE-NEW";"Ubuntu Linux (64-bit)";"09/02/2021 12:12:19"
"TGN-ALFRED-IPAM-APP";"Ubuntu Linux (64-bit)";"03/03/2021 14:01:21"
"STX-ALFRED-K8-WORKER-10";"Ubuntu Linux (64-bit)";"24/10/2020 07:06:38"
"TGN-ALFRED-CORE-TOOLS";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"STX-ALFRED-LOG-IX";"Ubuntu Linux (64-bit)";"20/04/2023 12:20:18"
"TGN-INFRA-ALFRED-MTR";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-ALFRED-BASTION-SSH";;"01/01/1970 00:00:00"
"TGN-MONITORING-ALFRED-ROCKETDB";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-MONITORING-ALFRED-WEB-3";"Ubuntu Linux (64-bit)";"25/11/2024 11:20:23"
"STX-ALFRED-K8-WORKER-6";"Ubuntu Linux (64-bit)";"28/04/2023 09:52:50"
"TGN-INFRA-ALFRED-CORE-ANA";"Ubuntu Linux (64-bit)";"10/05/2022 12:33:06"
"TGN-INFRA-ALFRED-ELK-SYSLOG";"Ubuntu Linux (64-bit)";"03/03/2021 08:29:29"
"STX-ALFRED-K8-WORKER-9";"Ubuntu Linux (64-bit)";"08/06/2023 10:53:54"
"STX-ALFRED-K8-WORKER-7";"Ubuntu Linux (64-bit)";"28/04/2023 09:54:25"
"TGN-INFRA-ALFRED-WORKER-5";"Ubuntu Linux (64-bit)";"01/01/1970 00:00:00"
"TGN-INFRA-ALFRED-MONITORING-CLIENT";"Ubuntu Linux (64-bit)";"15/11/2021 07:36:12"
"TGN-ALFRED-IPAM-DB";"Ubuntu Linux (64-bit)";"03/03/2021 14:08:53"
"STX-ALFRED-MYSQLDB";"Ubuntu Linux (64-bit)";"02/08/2024 13:25:27"
"FortiAnalyzer-VM64";"FortiAnalyzer-VM64 v7.6.1-build3344 241023 (GA.M)";"27/11/2024 09:58:20"
"FortiManager-VM64";"FortiManager-VM64 v7.6.2-build3415 241212 (GA.F)";"27/11/2024 09:59:41"
"FortiGate-VM64";"Other 4.x Linux (64-bit)";"27/11/2024 07:56:23"
"Fortinet-Windows-VM-Manager";"Microsoft Windows Server 2022 (64-bit)";"10/12/2024 08:35:56"
"FW-FGT-STX-WSO2";"Other 4.x Linux (64-bit)";"12/06/2025 10:35:45"
"pure-vmware-appliance_PURE1";;"31/03/2023 14:35:25"
"STX-TNR1-PUREAPPLIANCE-01";"Ubuntu Linux (64-bit)";"04/06/2026 14:32:06"
"pure-vmware-appliance_VAAI";;"31/03/2023 14:32:59"
"DRC-ALFRED-DB-PROD-02";"Ubuntu Linux (64-bit)";"15/03/2024 14:54:08"
"DRC-ALFRED-DB-PROD-01";"Ubuntu Linux (64-bit)";"15/03/2024 14:54:08"
"STX-MVOLA-VIRTUAL-ROUTER";;"06/04/2023 15:36:18"
"STX-MVOLA-VIRTUAL-ROUTER-NSX-02";;"13/04/2023 09:22:14"
"CLONE-STX-MVOLA-VIRTUAL-ROUTER-NSX-02";"Other 3.x Linux (64-bit)";"22/12/2023 13:12:46"
"STX-MVOLA-VIRTUAL-ROUTER-NSX-01";;"13/04/2023 09:20:48"
"STX-MVOLA-VIRTUAL-ROUTER-NSX-01-2";;"22/12/2023 11:08:49"
"STX-CUST-VIRTUAL-ROUTER-ANA";;"01/04/2023 22:01:00"
"3CX-GLOBAL-MADA";"Debian GNU/Linux 12 (64-bit)";"05/05/2024 13:07:41"
"3CX-SANKO";"Debian GNU/Linux 12 (64-bit)";"05/05/2024 12:35:18"
"STX-3CX-YELLOW-BIS";"Debian GNU/Linux 12 (64-bit)";"13/10/2025 11:24:36"
"STX-3CX-VR";;"15/07/2022 05:53:08"
"STX-3CX-LAB";;"30/11/2022 12:21:41"
"3CX-YELLOW";"Debian GNU/Linux 12 (64-bit)";"13/10/2025 12:22:07"
"STX-3CX-YELLOW-TANA";;"03/10/2025 05:37:50"
"3CX-PULSE-2";"Debian GNU/Linux 12 (64-bit)";"05/05/2024 18:05:08"
"SRV-ALFRED-STX-CLICKHOUSE";"Ubuntu Linux (64-bit)";"21/01/2025 13:21:12"
"SRV-ALFRED-STX-K8S-MASTER-02";"Ubuntu Linux (64-bit)";"21/01/2025 13:22:44"
"SRV-ALFRED-STX-PROXY-LB-01";"Ubuntu Linux (64-bit)";"21/01/2025 13:22:42"
"SRV-ALFRED-STX-K8S-WORKER-02";"Ubuntu Linux (64-bit)";"21/01/2025 13:21:12"
"SRV-ALFRED-STX-K8S-MASTER-01";"Ubuntu Linux (64-bit)";"21/01/2025 13:21:17"
"SRV-ALFRED-STX-K8S-MASTER-03";"Ubuntu Linux (64-bit)";"21/01/2025 13:21:12"
"SRV-ALFRED-STX-K8S-WORKER-03";"Ubuntu Linux (64-bit)";"21/01/2025 13:21:13"
"SRV-ALFRED-STX-K8S-WORKER-01";"Ubuntu Linux (64-bit)";"21/01/2025 13:21:13"
"SRV-ALFRED-STX-PROXY-LB-02";"Ubuntu Linux (64-bit)";"21/01/2025 13:21:16"
"SRV-ALFRED-STX-MONGO";"Ubuntu Linux (64-bit)";"21/01/2025 13:21:13"
"SRV-ALFRED-STX-DB";"Ubuntu Linux (64-bit)";"21/01/2025 13:21:13"
"SRV-ALFRED-STX-NFS-SERVER";"Ubuntu Linux (64-bit)";"21/01/2025 13:21:13"
"eksa03-stx-mgmt-prod-cluster-zxqls";"Other 6.x or later Linux (64-bit)";"10/06/2026 19:31:12"
"eksa03-stx-mgmt-prod-cluster-md-0-n9bfl-66x77";"Other 6.x or later Linux (64-bit)";"10/06/2026 19:12:40"
"eksa03-stx-mgmt-prod-cluster-xjc5z";"Other 6.x or later Linux (64-bit)";"10/06/2026 19:34:30"
"eksa03-stx-mgmt-prod-cluster-md-0-n9bfl-cz4lg";"Other 6.x or later Linux (64-bit)";"10/06/2026 19:12:31"
"eksa03-stx-mgmt-prod-cluster-md-0-n9bfl-vzf46";"Other 6.x or later Linux (64-bit)";"10/06/2026 19:12:46"
"eksa03-stx-mgmt-prod-cluster-7cgdn";"Other 6.x or later Linux (64-bit)";"10/06/2026 19:09:52"
"TGN-FW-MAIL-01_NEW";"FreeBSD 15 or later versions (64-bit)";"29/05/2026 10:55:02"
"TGN-FW-MAIL-01";"FreeBSD 11 (64-bit)";"01/01/1970 00:00:00"
"TGN-FW-ALFRED";"FreeBSD Pre-11 versions (64-bit)";"01/01/1970 00:00:00"
"STX-NS-ANA";"Ubuntu Linux (64-bit)";"08/09/2025 09:54:43"
"STX-SYSLOG-01";"Ubuntu Linux (64-bit)";"31/10/2024 08:39:14"
"STX-INFRA-ELK-01";"Ubuntu Linux (64-bit)";"12/02/2025 00:27:17"
"STX-SRV-KEYCLOCK LAB";"Rocky Linux (64-bit)";"09/06/2026 08:35:06"
"STX-STRESS-TEST-01";;"12/06/2025 08:42:55"
"TEST-WIN-SRV-22";"Microsoft Windows Server 2022 (64-bit)";"28/01/2025 08:18:02"
"LAB-JUMPBOX-UBUNTU";;"27/08/2023 19:24:57"
"TEST-LATENCY-VM-TEMPLATE";"Ubuntu Linux (64-bit)";"05/10/2023 07:27:56"
"STX-TNR1-TRFWIN-01";"Microsoft Windows Server 2022 (64-bit)";"08/06/2026 08:00:55"
"STX-INFRA-POWERDNS-MYSQL-02";"Debian GNU/Linux 12 (64-bit)";"25/11/2024 11:44:24"
"STX-INFRA-POWERDNS";;"21/11/2024 11:16:21"
"HYPER-V-SRV-WIN22";"Microsoft Windows Server 2022 (64-bit)";"24/01/2025 06:16:11"
"STX-INFRA-POWERDNS-MYSQL";"Debian GNU/Linux 12 (64-bit)";"21/11/2024 12:36:00"
"STX-CLOUDBOLT_PROD_v2023.1.2";"CentOS 7 (64-bit)";"12/10/2023 10:15:41"
"STX-DC-01";"Microsoft Windows Server 2022 (64-bit)";"01/07/2023 08:03:40"
"STX-BEYONDTRUST-UVM-01";"Microsoft Windows Server 2016 (64-bit)";"04/10/2023 10:50:51"
"ANA-VCENTER";"VMware Photon OS (64-bit)";"27/06/2024 20:32:03"
"STX-INFRA-BACKUP-VMWARE";"Ubuntu Linux (64-bit)";"23/09/2023 19:10:52"
"STX-DC-02";"Microsoft Windows Server 2022 (64-bit)";"07/07/2023 08:04:08"
"STX-BEYONDTRUST-UVM-02";;"04/10/2023 11:43:14"
"ANA-VROPS-8.12";"Other 3.x Linux (64-bit)";"07/07/2023 08:26:31"
"STX-INFRA-MVOLA-MGMT-NTP2";"Ubuntu Linux (64-bit)";"06/04/2023 12:50:29"
"ATH-TEST-VM";"Red Hat Enterprise Linux 9 (64-bit)";"16/10/2025 11:33:11"
"INFRA-STX-WEBSITE-SENEGAL";"Ubuntu Linux (64-bit)";"11/01/2024 07:49:30"
"STX-VIRT-WHO-NEW";"Red Hat Enterprise Linux 9 (64-bit)";"20/09/2023 06:37:16"
